Jordan B Peterson,The Daily,19.484
Jordan B Peterson,The David Pakman Show,16.821
Jordan B Peterson,The Joe Rogan Experience,16.039
Jordan B Peterson,The Ben Shapiro Show,15.519
Jordan B Peterson,The Alex Jones Show,14.55
Destiny,Destiny,17.188
Destiny,Contrapoints,23.25
Destiny,The Jimmy Dore Show,27.591
Destiny,H3 Podcast,17.119
Destiny,Chapo Trap House,40.696
Destiny,Pod Save America,26.835
Secular Talk,Secular Talk,17.766
Secular Talk,Jordan B Peterson,40.363
Secular Talk,The Daily,20.77
Secular Talk,Human Rights Watch,27.143
Secular Talk,Real Time with Bill Maher,15.349
Secular Talk,The Majority Report with Sam Seder,103.082
Contrapoints,Contrapoints,14.997
Contrapoints,Real Time with Bill Maher,11.794
Contrapoints,Pod Save America,57.411
Contrapoints,hbomberguy,16.086
Contrapoints,The Majority Report with Sam Seder,54.327
Contrapoints,The David Pakman Show,13.781
The David Pakman Show,The David Pakman Show,17.78
The David Pakman Show,Pod Save America,23.333
The David Pakman Show,Secular Talk,13.73
The David Pakman Show,Last Week Tonight with John Oliver,14.372
The David Pakman Show,The NPR Politics Podcast,20.872
The David Pakman Show,Destiny,14.994
H3 Podcast,H3 Podcast,13.69
H3 Podcast,Political Gabfest,18.707
H3 Podcast,Democracy Now!,14.424
H3 Podcast,The David Pakman Show,17.147
H3 Podcast,Chapo Trap House,31.253
H3 Podcast,Real Time with Bill Maher,12.829
The Joe Rogan Experience,The Joe Rogan Experience,14.043
The Joe Rogan Experience,Real Time with Bill Maher,11.824
The Joe Rogan Experience,Destiny,13.05
The Joe Rogan Experience,The Majority Report with Sam Seder,29.025
The Joe Rogan Experience,Political Gabfest,15.794
The Joe Rogan Experience,Democracy Now!,12.6
Democracy Now!,Democracy Now!,17.523
Democracy Now!,Destiny,18.662
Democracy Now!,Secular Talk,17.026
Democracy Now!,Chapo Trap House,61.234
Democracy Now!,Human Rights Watch,22.96
Democracy Now!,The NPR Politics Podcast,32.361
The Jimmy Dore Show,The Jimmy Dore Show,26.067
The Jimmy Dore Show,Pod Save America,28.843
The Jimmy Dore Show,H3 Podcast,16.959
The Jimmy Dore Show,The Ben Shapiro Show,18.417
The Jimmy Dore Show,Democracy Now!,15.068
The Jimmy Dore Show,The Majority Report with Sam Seder,59.633
Last Week Tonight with John Oliver,Last Week Tonight with John Oliver,12.747
Last Week Tonight with John Oliver,Louder with Crowder,15.531
Last Week Tonight with John Oliver,hbomberguy,18.19
Last Week Tonight with John Oliver,Secular Talk,13.289
Last Week Tonight with John Oliver,Chapo Trap House,26.199
Last Week Tonight with John Oliver,Pod Save America,51.034
Human Rights Watch,Human Rights Watch,12.572
Human Rights Watch,Pod Save America,21.54
Human Rights Watch,Chapo Trap House,17.222
Human Rights Watch,The Majority Report with Sam Seder,18.903
Human Rights Watch,Secular Talk,12.517
Human Rights Watch,The NPR Politics Podcast,15.109
hbomberguy,hbomberguy,16.502
hbomberguy,The David Pakman Show,13.47
hbomberguy,The Jimmy Dore Show,14.653
hbomberguy,The Rubin Report,11.467
hbomberguy,The NPR Politics Podcast,19.563
hbomberguy,Human Rights Watch,11.787
Political Gabfest,Political Gabfest,22.625
Political Gabfest,The Jimmy Dore Show,16.278
Political Gabfest,The Daily,17.448
Political Gabfest,Secular Talk,13.421
Political Gabfest,The Alex Jones Show,14.704
Political Gabfest,The Majority Report with Sam Seder,22.852
The Alex Jones Show,The Alex Jones Show,16.282
The Alex Jones Show,The Daily,25.119
The Alex Jones Show,Destiny,23.405
The Alex Jones Show,The NPR Politics Podcast,51.866
The Alex Jones Show,The Ben Shapiro Show,19.451
The Alex Jones Show,Louder with Crowder,43.959
The Daily,The Daily,17.75
The Daily,Destiny,14.404
The Daily,The Ben Shapiro Show,15.727
The Daily,The Rubin Report,14.08
The Daily,Contrapoints,19.189
The Daily,The Jimmy Dore Show,15.441
The NPR Politics Podcast,The NPR Politics Podcast,19.414
The NPR Politics Podcast,The Daily,17.178
The NPR Politics Podcast,Chapo Trap House,30.758
The NPR Politics Podcast,The Joe Rogan Experience,15.213
The NPR Politics Podcast,Destiny,13.428
The NPR Politics Podcast,The Ben Shapiro Show,14.738
