,RESIDENTIAL_CITY,AGE_RANGE,PARTY_AFFILIATION
2029,RADCLIFF,65+,R
2030,RADCLIFF,65+,R
2031,RADCLIFF,65+,D
2032,RADCLIFF,65+,None
2033,RADCLIFF,65+,None
2034,RADCLIFF,65+,None
2035,MCARTHUR,65+,None
2036,MCARTHUR,65+,R
2037,MCARTHUR,65+,R
2038,MCARTHUR,65+,R
2039,MCARTHUR,65+,R
2040,MCARTHUR,65+,D
2041,MCARTHUR,65+,D
2042,MCARTHUR,65+,D
2043,MCARTHUR,65+,R
2044,MCARTHUR,65+,R
2045,MCARTHUR,65+,D
2046,MCARTHUR,65+,R
2047,MCARTHUR,65+,R
2048,MCARTHUR,65+,R
2049,MCARTHUR,65+,R
2050,MCARTHUR,65+,R
2051,MCARTHUR,65+,R
2052,MCARTHUR,65+,R
2053,MCARTHUR,65+,R
2054,MCARTHUR,65+,R
2055,MCARTHUR,65+,R
2056,MCARTHUR,65+,R
2057,MCARTHUR,65+,D
2058,MCARTHUR,65+,D
2059,MCARTHUR,65+,R
2060,MCARTHUR,65+,R
2061,MCARTHUR,65+,D
2062,MCARTHUR,65+,None
2063,MCARTHUR,65+,D
2064,MCARTHUR,65+,D
2065,MCARTHUR,65+,R
2066,MCARTHUR,65+,None
2067,MCARTHUR,65+,R
2068,MCARTHUR,65+,R
2069,MCARTHUR,65+,None
2070,MCARTHUR,65+,R
2071,MCARTHUR,65+,R
2072,MCARTHUR,65+,R
2073,MCARTHUR,65+,R
2074,MCARTHUR,65+,None
2075,MCARTHUR,65+,None
2076,MCARTHUR,65+,R
2077,MCARTHUR,65+,None
2078,MCARTHUR,65+,R
2079,MCARTHUR,65+,R
2080,MCARTHUR,65+,None
2081,MCARTHUR,65+,None
2082,MCARTHUR,65+,R
2083,MCARTHUR,65+,R
2084,MCARTHUR,65+,R
2085,MCARTHUR,65+,None
2086,MCARTHUR,65+,D
2087,MCARTHUR,65+,R
2088,MCARTHUR,65+,D
2089,MCARTHUR,65+,D
2090,MCARTHUR,65+,None
2091,MCARTHUR,65+,R
2092,MCARTHUR,65+,R
2093,MCARTHUR,65+,None
2094,MCARTHUR,65+,None
2095,MCARTHUR,65+,None
2096,MCARTHUR,65+,None
2097,MCARTHUR,65+,None
2098,MCARTHUR,65+,None
2099,MCARTHUR,65+,None
2100,MCARTHUR,65+,None
2101,MCARTHUR,65+,None
2102,MCARTHUR,65+,None
2103,MCARTHUR,65+,None
2104,MCARTHUR,65+,None
2105,MCARTHUR,65+,None
2106,MCARTHUR,65+,None
2107,MCARTHUR,65+,R
2108,MCARTHUR,65+,R
2109,MCARTHUR,65+,None
2110,MCARTHUR,65+,None
2111,MCARTHUR,65+,R
2112,MCARTHUR,65+,R
2113,MCARTHUR,65+,R
2114,MCARTHUR,65+,None
2115,MCARTHUR,65+,D
2116,MCARTHUR,65+,R
2117,MCARTHUR,65+,R
2118,MCARTHUR,65+,R
2119,MCARTHUR,65+,D
2120,MCARTHUR,65+,R
2121,MCARTHUR,65+,R
2122,MCARTHUR,65+,R
2123,MCARTHUR,65+,R
2124,MCARTHUR,65+,R
2125,MCARTHUR,65+,R
2126,MCARTHUR,65+,R
2127,MCARTHUR,65+,R
2128,MCARTHUR,65+,R
2129,MCARTHUR,65+,R
2130,MCARTHUR,65+,R
2131,MCARTHUR,65+,R
2132,MCARTHUR,65+,None
2133,MCARTHUR,65+,R
2134,MCARTHUR,65+,R
2135,MCARTHUR,65+,R
2136,MCARTHUR,65+,None
2137,MCARTHUR,65+,R
2138,MCARTHUR,65+,R
2139,MCARTHUR,65+,R
2140,MCARTHUR,65+,R
2141,MCARTHUR,65+,None
2142,MCARTHUR,65+,R
2143,MCARTHUR,65+,R
2144,MCARTHUR,65+,R
2145,MCARTHUR,65+,None
2146,MCARTHUR,65+,R
2147,MCARTHUR,65+,D
2148,MCARTHUR,65+,R
2149,MCARTHUR,65+,R
2150,MCARTHUR,65+,None
2151,MCARTHUR,65+,None
2152,MCARTHUR,65+,R
2153,MCARTHUR,65+,None
2154,MCARTHUR,65+,D
2155,MCARTHUR,65+,None
2156,MCARTHUR,65+,R
2157,MCARTHUR,65+,None
2158,MCARTHUR,65+,None
2159,MCARTHUR,65+,R
2160,MCARTHUR,65+,R
2161,MCARTHUR,65+,None
2162,MCARTHUR,65+,None
2163,MCARTHUR,65+,None
2164,MCARTHUR,65+,R
2165,MCARTHUR,65+,None
2166,MCARTHUR,65+,None
2167,MCARTHUR,65+,None
2168,MCARTHUR,65+,None
2169,MCARTHUR,65+,None
2170,MCARTHUR,65+,None
2171,MCARTHUR,65+,None
2172,MCARTHUR,65+,None
2173,MCARTHUR,65+,None
2174,MCARTHUR,65+,None
2175,MCARTHUR,65+,R
2176,MCARTHUR,65+,R
2177,MCARTHUR,65+,R
2178,MCARTHUR,65+,None
2179,MCARTHUR,65+,R
2180,MCARTHUR,65+,R
2181,MCARTHUR,65+,None
2182,MCARTHUR,65+,R
2183,MCARTHUR,65+,R
2184,MCARTHUR,65+,None
2185,MCARTHUR,65+,R
2186,MCARTHUR,65+,None
2187,MCARTHUR,65+,None
2188,MCARTHUR,65+,R
2189,MCARTHUR,65+,None
2190,MCARTHUR,65+,R
2191,MCARTHUR,65+,D
2192,MCARTHUR,65+,R
2193,MCARTHUR,65+,R
2194,MCARTHUR,65+,R
2195,MCARTHUR,65+,R
2196,MCARTHUR,65+,R
2197,MCARTHUR,65+,R
2198,MCARTHUR,65+,D
2199,MCARTHUR,65+,R
2200,MCARTHUR,65+,R
2201,MCARTHUR,65+,R
2202,MCARTHUR,65+,R
2203,MCARTHUR,65+,R
2204,MCARTHUR,65+,R
2205,MCARTHUR,65+,R
2206,MCARTHUR,65+,R
2207,MCARTHUR,65+,R
2208,MCARTHUR,65+,R
2209,MCARTHUR,65+,R
2210,MCARTHUR,65+,None
2211,MCARTHUR,65+,R
2212,MCARTHUR,65+,D
2213,MCARTHUR,65+,None
2214,MCARTHUR,65+,None
2215,MCARTHUR,65+,None
2216,MCARTHUR,65+,R
2217,MCARTHUR,65+,None
2218,MCARTHUR,65+,None
2219,MCARTHUR,65+,None
2220,MCARTHUR,65+,None
2221,MCARTHUR,65+,R
2222,MCARTHUR,65+,R
2223,MCARTHUR,65+,R
2224,MCARTHUR,65+,D
2225,MCARTHUR,65+,None
2226,MCARTHUR,65+,None
2227,MCARTHUR,65+,R
2228,MCARTHUR,65+,None
2229,MCARTHUR,65+,None
2230,MCARTHUR,65+,R
2231,MCARTHUR,65+,None
2232,MCARTHUR,65+,None
2233,MCARTHUR,65+,None
2234,MCARTHUR,65+,None
2235,MCARTHUR,65+,None
2236,MCARTHUR,65+,None
2237,MCARTHUR,65+,None
2238,MCARTHUR,65+,None
2239,MCARTHUR,65+,None
2240,MCARTHUR,65+,None
2241,MCARTHUR,65+,None
2242,MCARTHUR,65+,R
2243,MCARTHUR,65+,R
2244,MCARTHUR,65+,D
2245,MCARTHUR,65+,D
2246,MCARTHUR,65+,R
2247,MCARTHUR,65+,R
2248,MCARTHUR,65+,R
2249,MCARTHUR,65+,D
2250,MCARTHUR,65+,D
2251,MCARTHUR,65+,R
2252,MCARTHUR,65+,D
2253,MCARTHUR,65+,None
2254,MCARTHUR,65+,R
2255,MCARTHUR,65+,D
2256,MCARTHUR,65+,R
2257,MCARTHUR,65+,None
2258,MCARTHUR,65+,R
2259,MCARTHUR,65+,None
2260,MCARTHUR,65+,R
2261,MCARTHUR,65+,R
2262,MCARTHUR,65+,R
2263,MCARTHUR,65+,D
2264,MCARTHUR,65+,D
2265,MCARTHUR,65+,D
2266,MCARTHUR,65+,R
2267,MCARTHUR,65+,None
2268,MCARTHUR,65+,None
2269,MCARTHUR,65+,R
2270,MCARTHUR,65+,None
2271,MCARTHUR,65+,R
2272,MCARTHUR,65+,R
2273,MCARTHUR,65+,R
2274,MCARTHUR,65+,R
2275,MCARTHUR,65+,R
2276,MCARTHUR,65+,R
2277,MCARTHUR,65+,R
2278,MCARTHUR,65+,R
2279,MCARTHUR,65+,None
2280,MCARTHUR,65+,R
2281,MCARTHUR,65+,R
2282,MCARTHUR,65+,D
2283,MCARTHUR,65+,R
2284,MCARTHUR,65+,R
2285,MCARTHUR,65+,D
2286,MCARTHUR,65+,D
2287,MCARTHUR,65+,R
2288,MCARTHUR,65+,R
2289,MCARTHUR,65+,R
2290,MCARTHUR,65+,None
2291,MCARTHUR,65+,R
2292,MCARTHUR,65+,R
2293,MCARTHUR,65+,R
2294,MCARTHUR,65+,None
2295,MCARTHUR,65+,R
2296,MCARTHUR,65+,R
2297,MCARTHUR,65+,R
2298,MCARTHUR,65+,None
2299,MCARTHUR,65+,D
2300,MCARTHUR,65+,None
2301,MCARTHUR,65+,R
2302,MCARTHUR,65+,None
2303,MCARTHUR,65+,None
2304,MCARTHUR,65+,None
2305,MCARTHUR,65+,R
2306,MCARTHUR,65+,R
2307,MCARTHUR,65+,D
2308,MCARTHUR,65+,R
2309,MCARTHUR,65+,None
2310,MCARTHUR,65+,None
2311,MCARTHUR,65+,None
2312,MCARTHUR,65+,None
2313,MCARTHUR,65+,None
2314,MCARTHUR,65+,None
2315,MCARTHUR,65+,None
2316,MCARTHUR,65+,None
2317,MCARTHUR,65+,None
2318,MCARTHUR,65+,None
2319,MCARTHUR,65+,None
2320,MCARTHUR,65+,None
2321,MCARTHUR,65+,None
2322,MCARTHUR,65+,R
2323,MCARTHUR,65+,R
2324,MCARTHUR,65+,None
2325,MCARTHUR,65+,None
2326,MCARTHUR,65+,R
2327,MCARTHUR,65+,None
2328,MCARTHUR,65+,None
2329,MCARTHUR,65+,R
2330,MCARTHUR,65+,None
2331,MCARTHUR,65+,D
2332,MCARTHUR,65+,D
2333,MCARTHUR,65+,R
2334,MCARTHUR,65+,D
2335,MCARTHUR,65+,R
2336,MCARTHUR,65+,D
2337,MCARTHUR,65+,D
2338,MCARTHUR,65+,R
2339,MCARTHUR,65+,R
2340,MCARTHUR,65+,D
2341,MCARTHUR,65+,R
2342,MCARTHUR,65+,R
2343,MCARTHUR,65+,None
2344,MCARTHUR,65+,None
2345,MCARTHUR,65+,R
2346,MCARTHUR,65+,R
2347,MCARTHUR,65+,R
2348,MCARTHUR,65+,None
2349,MCARTHUR,65+,R
2350,MCARTHUR,65+,R
2351,MCARTHUR,65+,R
2352,MCARTHUR,65+,None
2353,MCARTHUR,65+,D
2354,MCARTHUR,65+,R
2355,MCARTHUR,65+,R
2356,MCARTHUR,65+,R
2357,MCARTHUR,65+,R
2358,MCARTHUR,65+,D
2359,MCARTHUR,65+,None
2360,MCARTHUR,65+,None
2361,MCARTHUR,65+,R
2362,MCARTHUR,65+,None
2363,MCARTHUR,65+,None
2364,MCARTHUR,65+,None
2365,MCARTHUR,65+,None
2366,MCARTHUR,65+,D
2367,MCARTHUR,65+,None
2368,MCARTHUR,65+,None
2369,MCARTHUR,65+,None
2370,MCARTHUR,65+,None
2371,MCARTHUR,65+,None
2372,MCARTHUR,65+,None
2373,MCARTHUR,65+,D
2374,MCARTHUR,65+,None
2375,MCARTHUR,65+,D
2376,MCARTHUR,65+,R
2377,MCARTHUR,65+,R
2378,MCARTHUR,65+,D
2379,MCARTHUR,65+,D
2380,MCARTHUR,65+,R
2381,MCARTHUR,65+,R
2382,MCARTHUR,65+,D
2383,MCARTHUR,65+,R
2384,MCARTHUR,65+,R
2385,MCARTHUR,65+,None
2386,MCARTHUR,65+,D
2387,MCARTHUR,65+,D
2388,MCARTHUR,65+,None
2389,MCARTHUR,65+,R
2390,MCARTHUR,65+,R
2391,MCARTHUR,65+,R
2392,MCARTHUR,65+,R
2393,MCARTHUR,65+,R
2394,MCARTHUR,65+,R
2395,MCARTHUR,65+,R
2396,MCARTHUR,65+,R
2397,MCARTHUR,65+,R
2398,MCARTHUR,65+,R
2399,MCARTHUR,65+,D
2400,MCARTHUR,65+,D
2401,MCARTHUR,65+,R
2402,MCARTHUR,65+,R
2403,MCARTHUR,65+,R
2404,MCARTHUR,65+,D
2405,MCARTHUR,65+,D
2406,MCARTHUR,65+,D
2407,MCARTHUR,65+,R
2408,MCARTHUR,65+,R
2409,MCARTHUR,65+,R
2410,MCARTHUR,65+,R
2411,MCARTHUR,65+,None
2412,MCARTHUR,65+,None
2413,MCARTHUR,65+,R
2414,MCARTHUR,65+,None
2415,MCARTHUR,65+,None
2416,MCARTHUR,65+,None
2417,MCARTHUR,65+,R
2418,MCARTHUR,65+,R
2419,MCARTHUR,65+,R
2420,MCARTHUR,65+,D
2421,MCARTHUR,65+,R
2422,MCARTHUR,65+,None
2423,MCARTHUR,65+,None
2424,MCARTHUR,65+,None
2425,MCARTHUR,65+,None
2426,MCARTHUR,65+,None
2427,MCARTHUR,65+,None
2428,MCARTHUR,65+,None
2429,MCARTHUR,65+,R
2430,MCARTHUR,65+,None
2431,MCARTHUR,65+,None
2432,MCARTHUR,65+,None
2433,MCARTHUR,65+,None
2434,MCARTHUR,65+,None
2435,MCARTHUR,65+,D
2436,MCARTHUR,65+,None
2437,MCARTHUR,65+,None
2438,MCARTHUR,65+,D
2439,MCARTHUR,65+,R
2440,MCARTHUR,65+,None
2441,MCARTHUR,65+,None
2442,MCARTHUR,65+,None
2443,MCARTHUR,65+,None
2444,MCARTHUR,65+,None
2445,MCARTHUR,65+,None
2446,MCARTHUR,65+,None
2447,MCARTHUR,65+,R
2448,MCARTHUR,65+,R
2449,MCARTHUR,65+,D
2450,MCARTHUR,65+,R
2451,MCARTHUR,65+,D
2452,MCARTHUR,65+,D
2453,MCARTHUR,65+,R
2454,MCARTHUR,65+,R
2455,MCARTHUR,65+,None
2456,MCARTHUR,65+,R
2457,MCARTHUR,65+,D
2458,MCARTHUR,65+,R
2459,MCARTHUR,65+,R
2460,MCARTHUR,65+,R
2461,MCARTHUR,65+,D
2462,MCARTHUR,65+,None
2463,MCARTHUR,65+,D
2464,MCARTHUR,65+,R
2465,MCARTHUR,65+,D
2466,MCARTHUR,65+,D
2467,MCARTHUR,65+,R
2468,MCARTHUR,65+,R
2469,MCARTHUR,65+,R
2470,MCARTHUR,65+,R
2471,MCARTHUR,65+,D
2472,MCARTHUR,65+,None
2473,MCARTHUR,65+,R
2474,MCARTHUR,65+,D
2475,MCARTHUR,65+,D
2476,MCARTHUR,65+,D
2477,MCARTHUR,65+,R
2478,MCARTHUR,65+,None
2479,MCARTHUR,65+,R
2480,MCARTHUR,65+,D
2481,MCARTHUR,65+,D
2482,MCARTHUR,65+,R
2483,MCARTHUR,65+,R
2484,MCARTHUR,65+,D
2485,MCARTHUR,65+,None
2486,MCARTHUR,65+,R
2487,MCARTHUR,65+,R
2488,MCARTHUR,65+,D
2489,MCARTHUR,65+,R
2490,MCARTHUR,65+,None
2491,MCARTHUR,65+,None
2492,MCARTHUR,65+,R
2493,MCARTHUR,65+,None
2494,MCARTHUR,65+,None
2495,MCARTHUR,65+,None
2496,MCARTHUR,65+,R
2497,MCARTHUR,65+,None
2498,MCARTHUR,65+,None
2499,MCARTHUR,65+,None
2500,MCARTHUR,65+,None
2501,MCARTHUR,65+,None
2502,MCARTHUR,65+,None
2503,MCARTHUR,65+,R
2504,MCARTHUR,65+,R
2505,MCARTHUR,65+,R
2506,MCARTHUR,65+,R
2507,MCARTHUR,65+,R
2508,MCARTHUR,65+,D
2509,MCARTHUR,65+,None
2510,MCARTHUR,65+,R
2511,MCARTHUR,65+,None
2512,MCARTHUR,65+,R
2513,MCARTHUR,65+,R
2514,MCARTHUR,65+,R
2515,MCARTHUR,65+,None
2516,MCARTHUR,65+,D
2517,MCARTHUR,65+,D
2518,MCARTHUR,65+,R
2519,MCARTHUR,65+,None
2520,MCARTHUR,65+,R
2521,MCARTHUR,65+,R
2522,MCARTHUR,65+,R
2523,MCARTHUR,65+,D
2524,MCARTHUR,65+,R
2525,MCARTHUR,65+,R
2526,MCARTHUR,65+,None
2527,MCARTHUR,65+,R
2528,MCARTHUR,65+,None
2529,MCARTHUR,65+,None
2530,MCARTHUR,65+,None
2531,MCARTHUR,65+,D
2532,MCARTHUR,65+,D
2533,MCARTHUR,65+,D
2534,MCARTHUR,65+,R
2535,MCARTHUR,65+,None
2536,MCARTHUR,65+,R
2537,MCARTHUR,65+,R
2538,MCARTHUR,65+,None
2539,MCARTHUR,65+,None
2540,MCARTHUR,65+,None
2541,MCARTHUR,65+,R
2542,MCARTHUR,65+,None
2543,MCARTHUR,65+,R
2544,MCARTHUR,65+,R
2545,MCARTHUR,65+,None
2546,MCARTHUR,65+,None
2547,MCARTHUR,65+,None
2548,MCARTHUR,65+,None
2549,MCARTHUR,65+,R
2550,MCARTHUR,65+,None
2551,MCARTHUR,65+,None
2552,MCARTHUR,65+,None
2553,MCARTHUR,65+,None
2554,MCARTHUR,65+,R
2555,MCARTHUR,65+,None
2556,MCARTHUR,65+,None
2557,MCARTHUR,65+,R
2558,MCARTHUR,65+,None
2559,MCARTHUR,65+,None
2560,MCARTHUR,65+,None
2561,MCARTHUR,65+,None
2562,MCARTHUR,65+,R
2563,MCARTHUR,65+,R
2564,MCARTHUR,65+,R
2565,MCARTHUR,65+,R
2566,MCARTHUR,65+,R
2567,MCARTHUR,65+,R
2568,MCARTHUR,65+,None
2569,MCARTHUR,65+,D
2570,MCARTHUR,65+,R
2571,MCARTHUR,65+,R
2572,MCARTHUR,65+,R
2573,MCARTHUR,65+,R
2574,MCARTHUR,65+,R
2575,MCARTHUR,65+,R
2576,MCARTHUR,65+,None
2577,MCARTHUR,65+,None
2578,MCARTHUR,65+,None
2579,MCARTHUR,65+,None
2580,MCARTHUR,65+,R
2581,MCARTHUR,65+,None
2582,MCARTHUR,65+,None
2583,MCARTHUR,65+,R
2584,MCARTHUR,65+,None
2585,MCARTHUR,65+,None
2586,MCARTHUR,65+,None
2587,MCARTHUR,65+,None
2588,MCARTHUR,65+,R
2589,MCARTHUR,65+,None
2590,MCARTHUR,65+,R
2591,MCARTHUR,65+,None
2592,MCARTHUR,65+,R
2593,MCARTHUR,65+,D
2594,MCARTHUR,65+,R
2595,MCARTHUR,65+,D
2596,MCARTHUR,65+,None
2597,MCARTHUR,65+,R
2598,MCARTHUR,65+,R
2599,MCARTHUR,65+,None
2600,MCARTHUR,65+,None
2601,MCARTHUR,65+,None
2602,MCARTHUR,65+,None
2603,MCARTHUR,65+,D
2604,MCARTHUR,65+,None
2605,MCARTHUR,65+,None
2606,MCARTHUR,65+,None
2607,MCARTHUR,65+,R
2608,MCARTHUR,65+,None
2609,MCARTHUR,65+,None
2610,MCARTHUR,65+,None
2611,MCARTHUR,65+,R
2612,MCARTHUR,65+,R
2613,MCARTHUR,65+,R
2614,MCARTHUR,65+,R
2615,MCARTHUR,65+,R
2616,MCARTHUR,65+,R
2617,MCARTHUR,65+,R
2618,MCARTHUR,65+,R
2619,MCARTHUR,65+,None
2620,MCARTHUR,65+,R
2621,MCARTHUR,65+,R
2622,MCARTHUR,65+,None
2623,MCARTHUR,65+,R
2624,MCARTHUR,65+,R
2625,MCARTHUR,65+,R
2626,MCARTHUR,65+,R
2627,MCARTHUR,65+,R
2628,MCARTHUR,65+,R
2629,MCARTHUR,65+,R
2630,MCARTHUR,65+,R
2631,MCARTHUR,65+,D
2632,MCARTHUR,65+,R
2633,MCARTHUR,65+,R
2634,MCARTHUR,65+,R
2635,MCARTHUR,65+,R
2636,MCARTHUR,65+,D
2637,MCARTHUR,65+,None
2638,MCARTHUR,65+,D
2639,MCARTHUR,65+,R
2640,MCARTHUR,65+,None
2641,MCARTHUR,65+,R
2642,MCARTHUR,65+,None
2643,MCARTHUR,65+,D
2644,MCARTHUR,65+,D
2645,MCARTHUR,65+,R
2646,MCARTHUR,65+,None
2647,MCARTHUR,65+,R
2648,MCARTHUR,65+,D
2649,MCARTHUR,65+,None
2650,MCARTHUR,65+,None
2651,MCARTHUR,65+,None
2652,MCARTHUR,65+,R
2653,MCARTHUR,65+,None
2654,MCARTHUR,65+,R
2655,MCARTHUR,65+,R
2656,MCARTHUR,65+,R
2657,MCARTHUR,65+,None
2658,MCARTHUR,65+,None
2659,MCARTHUR,65+,None
2660,MCARTHUR,65+,None
2661,MCARTHUR,65+,None
2662,MCARTHUR,65+,None
2663,MCARTHUR,65+,None
2664,MCARTHUR,65+,None
2665,MCARTHUR,65+,D
2666,MCARTHUR,65+,R
2667,MCARTHUR,65+,D
2668,MCARTHUR,65+,D
2669,MCARTHUR,65+,R
2670,MCARTHUR,65+,None
2671,MCARTHUR,65+,R
2672,MCARTHUR,65+,R
2673,MCARTHUR,65+,R
2674,MCARTHUR,65+,D
2675,MCARTHUR,65+,D
2676,MCARTHUR,65+,R
2677,MCARTHUR,65+,None
2678,MCARTHUR,65+,R
2679,MCARTHUR,65+,R
2680,MCARTHUR,65+,R
2681,MCARTHUR,65+,R
2682,MCARTHUR,65+,R
2683,MCARTHUR,65+,R
2684,MCARTHUR,65+,R
2685,MCARTHUR,65+,R
2686,MCARTHUR,65+,R
2687,MCARTHUR,65+,R
2688,MCARTHUR,65+,R
2689,MCARTHUR,65+,D
2690,MCARTHUR,65+,R
2691,MCARTHUR,65+,None
2692,MCARTHUR,65+,None
2693,MCARTHUR,65+,None
2694,MCARTHUR,65+,None
2695,MCARTHUR,65+,R
2696,MCARTHUR,65+,None
2697,MCARTHUR,65+,D
2698,MCARTHUR,65+,D
2699,MCARTHUR,65+,R
2700,MCARTHUR,65+,None
2701,MCARTHUR,65+,D
2702,MCARTHUR,65+,R
2703,MCARTHUR,65+,None
2704,MCARTHUR,65+,None
2705,MCARTHUR,65+,None
2706,MCARTHUR,65+,R
2707,MCARTHUR,65+,None
2708,MCARTHUR,65+,D
2709,MCARTHUR,65+,R
2710,MCARTHUR,65+,R
2711,MCARTHUR,65+,R
2712,MCARTHUR,65+,D
2713,MCARTHUR,65+,None
2714,MCARTHUR,65+,None
2715,MCARTHUR,65+,D
2716,MCARTHUR,65+,None
2717,MCARTHUR,65+,None
2718,MCARTHUR,65+,R
2719,MCARTHUR,65+,None
2720,MCARTHUR,65+,D
2721,MCARTHUR,65+,None
2722,MCARTHUR,65+,D
2723,MCARTHUR,65+,R
2724,MCARTHUR,65+,None
2725,MCARTHUR,65+,None
2726,MCARTHUR,65+,None
2727,MCARTHUR,65+,None
2728,MCARTHUR,65+,R
2729,MCARTHUR,65+,D
2730,MCARTHUR,65+,R
2731,MCARTHUR,65+,None
2732,MCARTHUR,65+,R
2733,MCARTHUR,65+,None
2734,MCARTHUR,65+,R
2735,MCARTHUR,65+,R
2736,MCARTHUR,65+,R
2737,MCARTHUR,65+,R
2738,MCARTHUR,65+,D
2739,MCARTHUR,65+,R
2740,MCARTHUR,65+,None
2741,MCARTHUR,65+,R
2742,MCARTHUR,65+,None
2743,MCARTHUR,65+,D
2744,MCARTHUR,65+,R
2745,MCARTHUR,65+,R
2746,MCARTHUR,65+,D
2747,MCARTHUR,65+,None
2748,MCARTHUR,65+,None
2749,MCARTHUR,65+,R
2750,MCARTHUR,65+,R
2751,MCARTHUR,65+,None
2752,MCARTHUR,65+,D
2753,MCARTHUR,65+,D
2754,MCARTHUR,65+,None
2755,MCARTHUR,65+,D
2756,MCARTHUR,65+,R
2757,MCARTHUR,65+,R
2758,MCARTHUR,65+,R
2759,MCARTHUR,65+,R
2760,MCARTHUR,65+,R
2761,MCARTHUR,65+,R
2762,MCARTHUR,65+,None
2763,MCARTHUR,65+,R
2764,MCARTHUR,65+,R
2765,MCARTHUR,65+,D
2766,MCARTHUR,65+,R
2767,MCARTHUR,65+,R
2768,MCARTHUR,65+,D
2769,MCARTHUR,65+,None
2770,MCARTHUR,65+,R
2771,MCARTHUR,65+,R
2772,MCARTHUR,65+,R
2773,MCARTHUR,65+,R
2774,MCARTHUR,65+,None
2775,MCARTHUR,65+,R
2776,MCARTHUR,65+,None
2777,MCARTHUR,65+,None
2778,MCARTHUR,65+,None
2779,MCARTHUR,65+,None
2780,MCARTHUR,65+,R
2781,MCARTHUR,65+,R
2782,MCARTHUR,65+,None
2783,MCARTHUR,65+,None
2784,MCARTHUR,65+,D
2785,MCARTHUR,65+,None
2786,MCARTHUR,65+,D
2787,MCARTHUR,65+,R
2788,MCARTHUR,65+,D
2789,MCARTHUR,65+,R
2790,MCARTHUR,65+,D
2791,MCARTHUR,65+,None
2792,MCARTHUR,65+,None
2793,MCARTHUR,65+,D
2794,MCARTHUR,65+,R
2795,MCARTHUR,65+,R
2796,MCARTHUR,65+,R
2797,MCARTHUR,65+,R
2798,MCARTHUR,65+,R
2799,MCARTHUR,65+,None
2800,MCARTHUR,65+,None
2801,MCARTHUR,65+,D
2802,MCARTHUR,65+,D
2803,MCARTHUR,65+,None
2804,MCARTHUR,65+,None
2805,MCARTHUR,65+,None
2806,MCARTHUR,65+,R
2807,MCARTHUR,65+,R
2808,MCARTHUR,65+,D
2809,MCARTHUR,65+,R
2810,MCARTHUR,65+,R
2811,MCARTHUR,65+,None
2812,MCARTHUR,65+,None
2813,MCARTHUR,65+,R
2814,MCARTHUR,65+,R
2815,MCARTHUR,65+,R
2816,MCARTHUR,65+,None
2817,MCARTHUR,65+,None
2818,MCARTHUR,65+,None
2819,MCARTHUR,65+,None
2820,MCARTHUR,65+,None
2821,MCARTHUR,65+,D
2822,MCARTHUR,65+,None
2823,MCARTHUR,65+,None
2824,MCARTHUR,65+,None
2825,MCARTHUR,65+,R
2826,MCARTHUR,65+,R
2827,MCARTHUR,65+,D
2828,MCARTHUR,65+,D
2829,MCARTHUR,65+,D
2830,MCARTHUR,65+,D
2831,MCARTHUR,65+,R
2832,MCARTHUR,65+,D
2833,MCARTHUR,65+,None
2834,MCARTHUR,65+,R
2835,MCARTHUR,65+,None
2836,MCARTHUR,65+,D
2837,MCARTHUR,65+,R
2838,MCARTHUR,65+,R
2839,MCARTHUR,65+,R
2840,MCARTHUR,65+,R
2841,MCARTHUR,65+,R
2842,MCARTHUR,65+,D
2843,MCARTHUR,65+,R
2844,MCARTHUR,65+,R
2845,MCARTHUR,65+,R
2846,MCARTHUR,65+,R
2847,MCARTHUR,65+,R
2848,MCARTHUR,65+,R
2849,MCARTHUR,65+,None
2850,MCARTHUR,65+,R
2851,MCARTHUR,65+,R
2852,MCARTHUR,65+,None
2853,MCARTHUR,65+,D
2854,MCARTHUR,65+,None
2855,MCARTHUR,65+,None
2856,MCARTHUR,65+,R
2857,MCARTHUR,65+,R
2858,MCARTHUR,65+,R
2859,MCARTHUR,65+,None
2860,MCARTHUR,65+,None
2861,MCARTHUR,65+,None
2862,MCARTHUR,65+,None
2863,MCARTHUR,65+,D
2864,MCARTHUR,65+,D
2865,MCARTHUR,65+,R
2866,MCARTHUR,65+,R
2867,MCARTHUR,65+,None
2868,MCARTHUR,65+,R
2869,MCARTHUR,65+,None
2870,MCARTHUR,65+,None
2871,MCARTHUR,65+,D
2872,MCARTHUR,65+,None
2873,MCARTHUR,65+,None
2874,MCARTHUR,65+,D
2875,MCARTHUR,65+,None
2876,MCARTHUR,65+,None
2877,MCARTHUR,65+,None
2878,MCARTHUR,65+,None
2879,MCARTHUR,65+,None
2880,MCARTHUR,65+,None
2881,MCARTHUR,65+,None
2882,MCARTHUR,65+,R
2883,MCARTHUR,65+,R
2884,MCARTHUR,65+,R
2885,MCARTHUR,65+,D
2886,MCARTHUR,65+,D
2887,MCARTHUR,65+,None
2888,MCARTHUR,65+,R
2889,MCARTHUR,65+,R
2890,MCARTHUR,65+,R
2891,MCARTHUR,65+,None
2892,MCARTHUR,65+,R
2893,MCARTHUR,65+,R
2894,MCARTHUR,65+,R
2895,MCARTHUR,65+,R
2896,MCARTHUR,65+,R
2897,MCARTHUR,65+,R
2898,MCARTHUR,65+,D
2899,MCARTHUR,65+,D
2900,MCARTHUR,65+,R
