,STREET,AGE_RANGE,PARTY_AFFILIATION
25183,"SELBY RD, ATHENS",65+,R
25184,"SELBY RD, ATHENS",65+,R
25185,"MUSH RUN RD, ATHENS",45-64,D
25186,"SELBY RD, ATHENS",45-64,D
25187,"CAMERON RD, ATHENS",45-64,R
25188,"CAMERON RD, ATHENS",45-64,R
25189,"BEAL RD, ATHENS",65+,R
25190,"WILLIAMS RD, ATHENS",45-64,R
25191,"BEAL RD, ATHENS",65+,None
25192,"MEADOWBROOK RD, ALBANY",65+,None
25193,"WILLIAMS RD, ATHENS",45-64,R
25194,"SALEM RD, ATHENS",45-64,R
25195,"SALEM RD, ATHENS",45-64,R
25196,"MARION JOHNSON RD, ALBANY",65+,D
25197,"FISHER RD, ATHENS",65+,R
25198,"HOWARD RD, MILLFIELD",45-64,D
25199,"AVON PL, ATHENS",65+,D
25200,"AVON PL, ATHENS",65+,D
25201,"CONCORD CHURCH RD, GLOUSTER",65+,D
25202,"LAVELLE RD, ATHENS",45-64,None
25203,"LAVELLE RD, ATHENS",45-64,None
25204,"LAVELLE RD, ATHENS",65+,D
25205,"LOUISE LN, ATHENS",65+,None
25206,"NURAD RD, ATHENS",65+,R
25207,"ESTATES DR, ATHENS",65+,None
25208,"MARION JOHNSON RD, ATHENS",65+,R
25209,"MAIN ST, MILLFIELD",65+,D
25210,"SR 13, MILLFIELD",65+,None
25211,"PEACH RIDGE RD, ATHENS",65+,D
25212,"MILLFIELD RD, MILLFIELD",45-64,R
25213,"SR 550, ATHENS",65+,R
25214,"SR 550, ATHENS",65+,R
25215,"N COOLVILLE RIDGE RD, ATHENS",45-64,R
25216,"PEACH RIDGE RD, ATHENS",45-64,R
25217,"PEACH RIDGE RD, ATHENS",45-64,R
25218,"ROCK RIFFLE RD, ATHENS",65+,D
25219,"ROCK RIFFLE RD, ATHENS",65+,D
25220,"SR 550, ATHENS",65+,R
25221,"SR 550, ATHENS",65+,R
25222,"W FIRST ST, THE PLAINS",65+,R
25223,"ROSEWOOD LN, ATHENS",45-64,D
25224,"CHANNINGWAY BLVD, THE PLAINS",65+,D
25225,"CHANNINGWAY BLVD, THE PLAINS",65+,D
25226,"VALLEY DR, THE PLAINS",65+,None
25227,"DOGWOOD DR, ATHENS",65+,R
25228,"DOGWOOD DR, ATHENS",65+,R
25229,"COVENTRY LN, ATHENS",65+,None
25230,"W FIRST ST, THE PLAINS",65+,D
25231,"SR 682, ATHENS",65+,D
25232,"SR 682, ATHENS",65+,D
25233,"W FIRST ST, THE PLAINS",45-64,D
25234,"LEMASTER RD, ATHENS",65+,None
25235,"MAIN ST, THE PLAINS",65+,D
25236,"LEMASTER RD, ATHENS",65+,None
25237,"N COOLVILLE RIDGE RD, ATHENS",65+,D
25238,"TERRELL RD, ATHENS",65+,D
25239,"N COOLVILLE RIDGE RD, ATHENS",65+,D
25240,"ANGEL RIDGE RD, ATHENS",65+,None
25241,"N COOLVILLE RIDGE RD, ATHENS",65+,None
25242,"GURA RD, ATHENS",65+,D
25243,"TERRELL RD, ATHENS",65+,D
25244,"GURA RD, ATHENS",65+,D
25245,"LADD RIDGE RD, ALBANY",45-64,D
25246,"ANGEL RIDGE RD, ATHENS",65+,D
25247,"N COOLVILLE RIDGE RD, ATHENS",65+,D
25248,"N COOLVILLE RIDGE RD, ATHENS",65+,None
25249,"N COOLVILLE RIDGE RD, ATHENS",65+,D
25250,"ANGEL RIDGE RD, ATHENS",65+,D
25251,"ROCKY POINT RD, ATHENS",65+,D
25252,"N COOLVILLE RIDGE RD, ATHENS",65+,D
25253,"SR 329, STEWART",45-64,R
25254,"S RODEHAVER RD, GUYSVILLE",45-64,None
25255,"LOTTRIDGE RD, COOLVILLE",65+,R
25256,"MILL SCHOOL RD, GUYSVILLE",65+,D
25257,"MOUNTAIN BELLE RD, COOLVILLE",65+,R
25258,"SR 329, STEWART",45-64,R
25259,"MOUNTAIN BELLE RD, COOLVILLE",65+,R
25260,"LOTTRIDGE RD, COOLVILLE",65+,R
25261,"VANDERHOOF RD, COOLVILLE",65+,None
25262,"VANDERHOOF RD, COOLVILLE",45-64,None
25263,"VANDERHOOF RD, COOLVILLE",65+,R
25264,"VANDERHOOF RD, COOLVILLE",65+,R
25265,"BELL RD, MILLFIELD",65+,None
25266,"HEATHERSTONE DR, ATHENS",65+,D
25267,"MILLFIELD RD, MILLFIELD",65+,D
25268,"MONSERAT RIDGE RD, MILLFIELD",65+,D
25269,"TRUETOWN RD, MILLFIELD",65+,D
25270,"MONSERAT RIDGE RD, MILLFIELD",65+,None
25271,"MONSERAT RIDGE RD, MILLFIELD",45-64,None
25272,"TRUETOWN RD, MILLFIELD",65+,D
25273,"TRUETOWN RD, MILLFIELD",65+,D
25274,"TRUETOWN RD, MILLFIELD",65+,D
25275,"TRUETOWN RD, MILLFIELD",65+,D
25276,"TRUETOWN RD, MILLFIELD",45-64,D
25277,"MONSERAT RIDGE RD, MILLFIELD",65+,D
25278,"VORE RIDGE RD, ATHENS",45-64,None
25279,"WOOTEN RD, ATHENS",65+,D
25280,"WOOTEN RD, ATHENS",45-64,R
25281,"CARPENTER RD, ALBANY",65+,R
25282,"BAKER RD, ALBANY",45-64,R
25283,"TOWNSEND RD, ATHENS",65+,R
25284,"TOWNSEND RD, ATHENS",65+,R
25285,"ENLOW RD, ATHENS",45-64,R
25286,"CHESSER RD, ALBANY",65+,D
25287,"CHESSER RD, ALBANY",45-64,D
25288,"BAKER RD, ALBANY",65+,D
25289,"BAKER RD, ALBANY",65+,D
25290,"PLEASANT HILL RD, ATHENS",45-64,R
25291,"COOLVILLE RIDGE RD, ATHENS",45-64,R
25292,"FOSSIL ROCK RD, ATHENS",45-64,None
25293,"BUCKS LAKE RD, GUYSVILLE",65+,R
25294,"FOSSIL ROCK RD, ATHENS",45-64,None
25295,"BUCKS LAKE RD, GUYSVILLE",65+,R
25296,"COOLVILLE RIDGE RD, ATHENS",65+,R
25297,"ANGEL RIDGE RD, ATHENS",65+,D
25298,"GILKEY RIDGE RD, SHADE",45-64,None
25299,"RAINBOW LAKE RD, ATHENS",65+,R
25300,"RAINBOW LAKE RD, ATHENS",65+,R
25301,"COWAN RD, ATHENS",65+,R
25302,"BATES RD, ATHENS",45-64,D
25303,"CAMERON RD, ATHENS",65+,None
25304,"WONDER HILLS DR, ATHENS",65+,D
25305,"HOOPER ST, ATHENS",65+,D
25306,"MADISON AVE, ATHENS",65+,R
25307,"W COLUMBUS ST, NELSONVILLE",45-64,None
25308,"W STATE ST, ATHENS",45-64,None
25309,"GRAHAM DR, ATHENS",45-64,D
25310,"FISHER RD, ATHENS",65+,D
25311,"FISHER RD, ATHENS",65+,D
25312,"MULLIGAN RD, ATHENS",65+,D
25313,"MULLIGAN RD, ATHENS",65+,R
25314,"N MAY AVE, ATHENS",65+,None
25315,"HOOPER ST, ATHENS",45-64,D
25316,"E STATE ST, ATHENS",65+,D
25317,"SUNNYSIDE DR, ATHENS",65+,D
25318,"ELMWOOD PL, ATHENS",65+,D
25319,"ELMWOOD PL, ATHENS",65+,D
25320,"CIRCLE DR, NEW MARSHFIELD",45-64,D
25321,"ELMWOOD PL, ATHENS",65+,R
25322,"ELMWOOD PL, ATHENS",65+,R
25323,"SUNNYSIDE DR, ATHENS",65+,None
25324,"E STATE ST, ATHENS",65+,None
25325,"FRANKLIN AVE, ATHENS",65+,D
25326,"LONG RUN RD, ATHENS",45-64,D
25327,"ELMWOOD PL, ATHENS",65+,D
25328,"MAPLEWOOD DR, ATHENS",65+,D
25329,"MORRIS AVE, ATHENS",45-64,R
25330,"CAROL LN, ATHENS",65+,D
25331,"CAROL LN, ATHENS",65+,D
25332,"E STATE ST, ATHENS",65+,D
25333,"MAPLEWOOD DR, ATHENS",65+,D
25334,"BRIARWOOD DR, ATHENS",65+,D
25335,"CRABTREE RD, ALBANY",45-64,None
25336,"PLEASANTVIEW DR, ATHENS",45-64,None
25337,"MAPLEWOOD DR, ATHENS",65+,None
25338,"MAPLEWOOD DR, ATHENS",65+,None
25339,"S SHANNON AVE, ATHENS",45-64,D
25340,"OHIO AVE, ATHENS",65+,D
25341,"OHIO AVE, ATHENS",45-64,D
25342,"CHESTNUT ST, NELSONVILLE",65+,R
25343,"CHESTNUT ST, NELSONVILLE",65+,R
25344,"MATHENY RD, NELSONVILLE",65+,R
25345,"JACKSON ST, NELSONVILLE",65+,None
25346,"MATHENY RD, NELSONVILLE",65+,R
25347,"JACKSON ST, NELSONVILLE",65+,None
25348,"SHADE RD, SHADE",45-64,R
25349,"POPLAR ST, NELSONVILLE",65+,None
25350,"JACKSON ST, NELSONVILLE",65+,D
25351,"WALNUT ST, NELSONVILLE",65+,D
25352,"WALNUT ST, NELSONVILLE",65+,D
25353,"WALNUT ST, NELSONVILLE",65+,None
25354,"WOODLANE DR, NELSONVILLE",65+,None
25355,"KIMBERLY RD, NELSONVILLE",45-64,R
25356,"SELBY RD, ATHENS",45-64,D
25357,"RADFORD RD, ATHENS",65+,D
25358,"SR 681, ALBANY",65+,None
25359,"SR 681, ALBANY",65+,R
25360,"CONNETT RD, NELSONVILLE",65+,D
25361,"MARION JOHNSON RD, ALBANY",65+,D
25362,"MARION JOHNSON RD, ALBANY",65+,D
25363,"BEAL RD, ATHENS",65+,R
25364,"RADFORD RD, ATHENS",65+,D
25365,"RADFORD RD, ATHENS",65+,D
25366,"E CLINTON ST, ALBANY",65+,R
25367,"MAY AVE, CHAUNCEY",45-64,None
25368,"ESTATES DR, ATHENS",65+,None
25369,"SR 56, ATHENS",65+,None
25370,"HUDNELL RD, ATHENS",45-64,D
25371,"NURAD RD, ATHENS",45-64,R
25372,"EDRIA LN, ATHENS",45-64,None
25373,"EDRIA LN, ATHENS",45-64,None
25374,"LUHRIG RD, ATHENS",65+,D
25375,"ESTATES DR, ATHENS",65+,None
25376,"TAMMY LN, ATHENS",65+,D
25377,"TAMMY LN, ATHENS",65+,D
25378,"ROBERTS RD, ATHENS",65+,R
25379,"LAVELLE RD, ATHENS",65+,D
25380,"SR 56, ATHENS",65+,D
25381,"ROBERTS RD, ATHENS",65+,D
25382,"SR 685, GLOUSTER",45-64,None
25383,"SR 685, GLOUSTER",65+,None
25384,"ELLIOTSVILLE RD, ATHENS",65+,D
25385,"OLD COACH RD, ATHENS",65+,R
25386,"OLD COACH RD, ATHENS",45-64,R
25387,"SR 681, ALBANY",65+,D
25388,"WHITLIND LN, ATHENS",65+,D
25389,"ELLIOTSVILLE RD, ATHENS",45-64,D
25390,"ELLIOTSVILLE RD, ATHENS",65+,D
25391,"ERVIN RD, ATHENS",65+,R
25392,"ERVIN RD, ATHENS",65+,R
25393,"PLEASANT HILL RD, ATHENS",65+,D
25394,"WONDER HILLS DR, ATHENS",65+,None
25395,"PLEASANT HILL RD, ATHENS",65+,R
25396,"PLEASANT HILL RD, ATHENS",65+,None
25397,"RAILROAD ST, NEW MARSHFIELD",65+,D
25398,"WALNUT ST, THE PLAINS",45-64,R
25399,"ROSEWOOD LN, ATHENS",65+,D
25400,"MAIN ST, THE PLAINS",45-64,R
25401,"MAIN ST, THE PLAINS",45-64,R
25402,"LEMASTER RD, ATHENS",65+,R
25403,"GARY DR, THE PLAINS",45-64,None
25404,"VALLEY DR, THE PLAINS",65+,R
25405,"GARY DR, THE PLAINS",45-64,None
25406,"MARION JOHNSON RD, ATHENS",65+,R
25407,"MARION JOHNSON RD, ATHENS",45-64,D
25408,"W WILSON RD, ATHENS",65+,None
25409,"PORTER LN, ATHENS",65+,D
25410,"ROSEWOOD LN, ATHENS",65+,R
25411,"MAIN ST, THE PLAINS",65+,D
25412,"LUHRIG RD, ATHENS",65+,None
25413,"MAIN ST, THE PLAINS",65+,D
25414,"SPRING ST, ATHENS",65+,D
25415,"KINCADE RD, ATHENS",65+,None
25416,"KINCADE RD, ATHENS",65+,None
25417,"TERRELL RD, ATHENS",65+,D
25418,"TERRELL RD, ATHENS",65+,R
25419,"S CANAAN RD, ATHENS",65+,D
25420,"S CANAAN RD, ATHENS",65+,D
25421,"WILLOW CREEK RD, ATHENS",65+,R
25422,"JEFF LN, ATHENS",65+,D
25423,"JEFF LN, ATHENS",65+,D
25424,"ROBINSON RIDGE RD, ATHENS",65+,R
25425,"VANDERHOOF RD, COOLVILLE",65+,R
25426,"MOYIS RD, COOLVILLE",65+,R
25427,"VANDERHOOF RD, COOLVILLE",65+,R
25428,"S CANAAN RD, GUYSVILLE",65+,None
25429,"MOYIS RD, COOLVILLE",65+,R
25430,"S CANAAN RD, GUYSVILLE",45-64,None
25431,"SWART RD, ALBANY",45-64,None
25432,"JARVIS RD, GUYSVILLE",45-64,R
25433,"S CANAAN RD, GUYSVILLE",65+,None
25434,"MOUNTAIN BELLE RD, COOLVILLE",65+,R
25435,"JARVIS RD, GUYSVILLE",45-64,R
25436,"YOUNG RD, GUYSVILLE",65+,D
25437,"SAND RIDGE RD, MILLFIELD",65+,D
25438,"BELL RD, MILLFIELD",65+,None
25439,"CONCORD CHURCH RD, GLOUSTER",65+,R
25440,"BELL RD, MILLFIELD",65+,None
25441,"MCDOUGAL RD, MILLFIELD",65+,R
25442,"MCDOUGAL RD, MILLFIELD",45-64,None
25443,"MCDOUGAL RD, MILLFIELD",65+,R
25444,"OREGON RIDGE RD, MILLFIELD",65+,None
25445,"ELLIS AVE, CHAUNCEY",45-64,D
25446,"SR 685, GLOUSTER",45-64,None
25447,"BAKER RD, ALBANY",65+,R
25448,"US 50, ALBANY",65+,R
25449,"US 50, ALBANY",65+,R
25450,"FISHER RD, ATHENS",65+,D
25451,"FISHER RD, ATHENS",65+,D
25452,"FISHER RD, ATHENS",45-64,R
25453,"BAKER RD, ALBANY",45-64,None
25454,"MEADOWBROOK RD, ALBANY",65+,D
25455,"FACTORY RD, ALBANY",65+,D
25456,"SWART RD, NEW MARSHFIELD",45-64,None
25457,"FACTORY RD, ALBANY",65+,D
25458,"FOX LAKE RD, NEW MARSHFIELD",65+,D
25459,"ROUNDHOUSE RD, NEW MARSHFIELD",65+,R
25460,"LONG RUN RD, ATHENS",65+,R
25461,"DUTCH RIDGE RD, GUYSVILLE",65+,D
25462,"LONG RUN RD, ATHENS",65+,R
25463,"FOSSIL ROCK RD, ATHENS",65+,D
25464,"LAWSON RD, GUYSVILLE",65+,D
25465,"LAWSON RD, GUYSVILLE",65+,D
25466,"COUNTRY CLUB RD, ATHENS",65+,D
25467,"BAKER RD, ALBANY",45-64,D
25468,"ANGEL RIDGE RD, ATHENS",65+,D
25469,"GROSVENOR ST, ATHENS",65+,D
25470,"S MAY AVE, ATHENS",65+,D
25471,"MULLIGAN RD, ATHENS",65+,None
25472,"ROLLING HILLS DR, ATHENS",65+,D
25473,"CURTIS ST, ATHENS",65+,D
25474,"CURTIS ST, ATHENS",65+,D
25475,"FARHILLS DR, ATHENS",65+,None
25476,"FARHILLS DR, ATHENS",65+,None
25477,"CARDIFF LN, ATHENS",65+,D
25478,"CARDIFF LN, ATHENS",65+,D
25479,"MULLIGAN RD, ATHENS",65+,R
25480,"MULLIGAN RD, ATHENS",65+,R
25481,"MULLIGAN RD, ATHENS",65+,R
25482,"MULLIGAN RD, ATHENS",65+,R
25483,"LAMAR DR, ATHENS",65+,None
25484,"LAMAR DR, ATHENS",65+,None
25485,"ELMWOOD PL, ATHENS",65+,D
25486,"COVENTRY LN, ATHENS",45-64,R
25487,"GROSVENOR ST, ATHENS",45-64,D
25488,"SUNNYSIDE DR, ATHENS",65+,D
25489,"JARVIS RD, GUYSVILLE",65+,None
25490,"JARVIS RD, GUYSVILLE",65+,None
25491,"N CONGRESS ST, ATHENS",65+,D
25492,"N CONGRESS ST, ATHENS",65+,D
25493,"RHORIC RD, ATHENS",65+,D
25494,"GROSVENOR ST, ATHENS",65+,D
25495,"FAIRVIEW AVE, ATHENS",65+,D
25496,"COLUMBIA AVE, ATHENS",65+,R
25497,"ELMWOOD PL, ATHENS",65+,D
25498,"ELMWOOD PL, ATHENS",65+,D
25499,"FACTORY RD, ALBANY",45-64,R
25500,"MORRIS AVE, ATHENS",65+,D
25501,"MORRIS AVE, ATHENS",65+,D
25502,"S SHANNON AVE, ATHENS",45-64,D
25503,"TAMMY LN, ATHENS",65+,R
25504,"SUNNYSIDE DR, ATHENS",45-64,D
25505,"SUNNYSIDE DR, ATHENS",45-64,None
25506,"SUNNYSIDE DR, ATHENS",65+,D
25507,"SUNNYSIDE DR, ATHENS",65+,R
25508,"OHIO AVE, ATHENS",65+,D
25509,"ELMWOOD PL, ATHENS",65+,D
25510,"KIMBERLY RD, NELSONVILLE",65+,R
25511,"SAND RIDGE RD, MILLFIELD",65+,None
25512,"WOODLANE DR, NELSONVILLE",65+,R
25513,"BURR OAK BLVD, NELSONVILLE",45-64,D
25514,"BURR OAK BLVD, NELSONVILLE",45-64,D
25515,"POPLAR ST, NELSONVILLE",65+,R
25516,"CHESTNUT ST, NELSONVILLE",45-64,None
25517,"BURR OAK BLVD, NELSONVILLE",45-64,R
25518,"CHESTNUT ST, NELSONVILLE",65+,None
25519,"CHESTNUT ST, NELSONVILLE",65+,D
25520,"WALNUT ST, NELSONVILLE",45-64,D
25521,"CHESTNUT ST, NELSONVILLE",65+,D
25522,"POPLAR ST, NELSONVILLE",65+,None
25523,"FAYETTE ST, NELSONVILLE",45-64,None
25524,"KIMBERLY RD, NELSONVILLE",65+,D
25525,"RADFORD RD, ATHENS",65+,R
25526,"RADFORD RD, ATHENS",65+,R
25527,"FLOYD DR, THE PLAINS",65+,D
25528,"BEAL RD, ATHENS",65+,D
25529,"BEAL RD, ATHENS",65+,D
25530,"HEBBARDSVILLE RD, ALBANY",65+,None
25531,"MARION JOHNSON RD, ATHENS",45-64,R
25532,"SELBY RD, ATHENS",65+,None
25533,"HEBBARDSVILLE RD, ALBANY",65+,R
25534,"HEBBARDSVILLE RD, ALBANY",65+,R
25535,"MEADOWBROOK RD, ALBANY",45-64,R
25536,"MEADOWBROOK RD, ALBANY",65+,R
25537,"SALEM RD, ATHENS",65+,R
25538,"ESTATES DR, ATHENS",65+,D
25539,"HAINES RIDGE RD, ATHENS",45-64,None
25540,"ESTATES DR, ATHENS",45-64,R
25541,"NURAD RD, ATHENS",45-64,None
25542,"NURAD RD, ATHENS",45-64,None
25543,"SAND RIDGE RD, MILLFIELD",65+,D
25544,"BAKER RD, ATHENS",65+,None
25545,"WHITLIND LN, ATHENS",65+,R
25546,"RADFORD RD, ATHENS",65+,R
25547,"WHITLIND LN, ATHENS",65+,R
25548,"LONGMEADOW LN, ATHENS",65+,D
25549,"LONGMEADOW LN, ATHENS",65+,D
25550,"CHANNINGWAY BLVD, THE PLAINS",45-64,None
25551,"FACTORY RD, ALBANY",65+,D
25552,"CHANNINGWAY BLVD, THE PLAINS",65+,None
25553,"ESTATES DR, ATHENS",65+,D
25554,"RAILROAD ST, NEW MARSHFIELD",65+,D
25555,"HOOPER RD, ATHENS",65+,R
25556,"HOOPER RD, ATHENS",65+,D
25557,"CARROLL RD, ATHENS",65+,D
25558,"CARROLL RD, ATHENS",65+,D
25559,"ERVIN RD, ATHENS",65+,R
25560,"ERVIN RD, ATHENS",65+,R
25561,"S BLACKBURN RD, ATHENS",65+,D
25562,"S BLACKBURN RD, ATHENS",65+,D
25563,"CAMERON RD, ATHENS",65+,D
25564,"ANGELA DR, ATHENS",65+,D
25565,"S BLACKBURN RD, ATHENS",65+,R
25566,"S BLACKBURN RD, ATHENS",65+,R
25567,"LUHRIG RD, ATHENS",65+,None
25568,"SR 682, THE PLAINS",65+,D
25569,"WILLOW CREEK RD, ATHENS",45-64,None
25570,"W THIRD ST, THE PLAINS",65+,D
25571,"VORE RIDGE RD, ATHENS",65+,R
25572,"VORE RIDGE RD, ATHENS",65+,R
25573,"ESTATES DR, ATHENS",65+,D
25574,"SHADY LN, THE PLAINS",65+,D
25575,"VORE RIDGE RD, ATHENS",65+,D
25576,"E THIRD ST, THE PLAINS",45-64,R
25577,"SR 56, NEW MARSHFIELD",45-64,D
25578,"CAMPBELL ST, THE PLAINS",65+,None
25579,"SR 682, ATHENS",65+,D
25580,"SR 56, NEW MARSHFIELD",65+,R
25581,"SR 682, ATHENS",65+,D
25582,"SR 682, THE PLAINS",45-64,R
25583,"ANGEL RIDGE RD, ATHENS",65+,D
25584,"WASHINGTON RD, ALBANY",65+,D
25585,"WATT ST, ATHENS",65+,D
25586,"EUCLID DR, ATHENS",65+,D
25587,"CLARKS CHAPEL RD, ATHENS",65+,D
25588,"CLARKS CHAPEL RD, ATHENS",65+,D
25589,"SR 550, ATHENS",65+,None
25590,"WILLOW CREEK RD, ATHENS",65+,R
25591,"GURA RD, ATHENS",65+,R
25592,"MANSFIELD RD, ATHENS",45-64,None
25593,"LOCUST LN, ATHENS",65+,None
25594,"S CANAAN RD, ATHENS",65+,R
25595,"GURA RD, ATHENS",65+,R
25596,"YOUNG RD, GUYSVILLE",65+,D
25597,"BOLLEANA PL, ATHENS",65+,D
25598,"HAGA RIDGE RD, STEWART",45-64,None
25599,"DUTCH RIDGE RD, GUYSVILLE",65+,R
25600,"BRIMSTONE RD, COOLVILLE",65+,R
25601,"DUTCH RIDGE RD, GUYSVILLE",65+,None
25602,"BRIMSTONE RD, COOLVILLE",45-64,R
25603,"BRIMSTONE RD, COOLVILLE",45-64,None
25604,"BRIMSTONE RD, COOLVILLE",65+,None
25605,"BRISTER RD, COOLVILLE",65+,R
25606,"BRISTER RD, COOLVILLE",65+,R
25607,"VANDERHOOF RD, COOLVILLE",65+,R
25608,"OREGON RIDGE RD, MILLFIELD",65+,None
25609,"MCDOUGAL RD, MILLFIELD",65+,D
25610,"SR 685, GLOUSTER",45-64,D
25611,"SR 685, GLOUSTER",65+,D
25612,"BEAN HOLLOW RD, ATHENS",45-64,R
25613,"MILLFIELD RD, MILLFIELD",65+,R
25614,"MILLFIELD RD, MILLFIELD",65+,D
25615,"JACKSONVILLE RD, MILLFIELD",65+,R
25616,"MAIN ST, MILLFIELD",65+,R
25617,"MAIN ST, MILLFIELD",45-64,R
25618,"SWART RD, NEW MARSHFIELD",65+,D
25619,"BAKER RD, ALBANY",65+,None
25620,"PENNINGTON LN, ATHENS",65+,R
25621,"SR 681, ALBANY",65+,R
25622,"PARKER RD, ALBANY",45-64,None
25623,"W CLINTON ST, ALBANY",65+,D
25624,"FACTORY RD, ALBANY",45-64,R
25625,"SPRING VALLEY DR, ALBANY",65+,D
25626,"WOOTEN RD, ATHENS",65+,D
25627,"BAKER RD, ALBANY",45-64,R
25628,"WOOTEN RD, ATHENS",65+,D
25629,"FACTORY RD, ALBANY",65+,R
25630,"FACTORY RD, ALBANY",65+,R
25631,"ALTON ST, ALBANY",65+,None
25632,"MCVEY RD, ALBANY",65+,D
25633,"ANGEL RIDGE RD, ATHENS",65+,D
25634,"GARDEN HILL RD, GUYSVILLE",65+,None
25635,"SARGENT RD, GUYSVILLE",65+,D
25636,"MILL SCHOOL RD, GUYSVILLE",45-64,R
25637,"SARGENT RD, GUYSVILLE",65+,D
25638,"SAND RIDGE RD, GUYSVILLE",65+,D
25639,"MILL SCHOOL RD, GUYSVILLE",45-64,R
25640,"COOLVILLE RIDGE RD, ATHENS",65+,R
25641,"ANGEL RIDGE RD, ATHENS",45-64,R
25642,"DUTCH RIDGE RD, GUYSVILLE",65+,R
25643,"DUTCH RIDGE RD, GUYSVILLE",65+,R
25644,"ANGEL RIDGE RD, ATHENS",65+,R
25645,"CONNOPHER LN, ALBANY",45-64,D
25646,"SR 78, BUCHTEL",65+,R
25647,"SR 78, BUCHTEL",45-64,R
25648,"SR 78, BUCHTEL",65+,D
25649,"SR 78, BUCHTEL",65+,None
25650,"MARIETTA AVE, BUCHTEL",65+,None
25651,"MARIETTA AVE, BUCHTEL",65+,None
25652,"EUCLID AVE, BUCHTEL",65+,R
25653,"SR 78, BUCHTEL",65+,D
25654,"MADISON AVE, ATHENS",45-64,None
25655,"MCGUFFEY LN, ATHENS",65+,None
25656,"MADISON AVE, ATHENS",65+,R
25657,"FRANKLIN AVE, ATHENS",65+,None
25658,"HARRIS DR, ATHENS",65+,D
25659,"CANTERBURY DR, ATHENS",65+,None
25660,"MADISON AVE, ATHENS",65+,D
25661,"MADISON AVE, ATHENS",65+,D
25662,"MCGUFFEY LN, ATHENS",65+,D
25663,"N MAY AVE, ATHENS",65+,R
25664,"MCGUFFEY LN, ATHENS",45-64,D
25665,"SPRING ST, ATHENS",65+,D
25666,"GROSVENOR ST, ATHENS",65+,D
25667,"N SHANNON AVE, ATHENS",65+,R
25668,"N SHANNON AVE, ATHENS",65+,None
25669,"BEAL RD, ATHENS",65+,D
25670,"RAINBOW LAKE RD, SHADE",65+,D
25671,"S CANAAN RD, ATHENS",45-64,None
25672,"RED ROCK RD, GLOUSTER",45-64,None
25673,"COWAN RD, ATHENS",45-64,R
25674,"ANGEL RIDGE RD, ATHENS",45-64,R
25675,"TROUT RD, ALBANY",45-64,None
25676,"PALMER ST, JACKSONVILLE",65+,D
25677,"SELBY RD, ATHENS",45-64,R
25678,"RAINBOW LAKE RD, ATHENS",45-64,R
25679,"ANGEL RIDGE RD, ATHENS",45-64,R
25680,"LANG RD, NELSONVILLE",45-64,R
25681,"ADENA DR, THE PLAINS",65+,D
25682,"REPUBLIC ST, GLOUSTER",65+,R
25683,"E KASLER CREEK RD, AMESVILLE",65+,None
25684,"SR 78, BUCHTEL",65+,D
25685,"CALAWAY RIDGE RD, COOLVILLE",65+,R
25686,"GREENS RUN RD, GLOUSTER",45-64,R
25687,"ROUNDHOUSE RD, NEW MARSHFIELD",65+,None
25688,"EDEN PL, ATHENS",45-64,R
25689,"ERVIN RD, ATHENS",65+,R
25690,"BROAD ST, GLOUSTER",45-64,None
25691,"COOLVILLE RIDGE RD, ATHENS",45-64,None
25692,"HAWKS NEST RD, ATHENS",45-64,R
25693,"HOME ST, ATHENS",45-64,R
25694,"STATE ST, AMESVILLE",45-64,None
25695,"BELL RD, MILLFIELD",45-64,None
25696,"CRABTREE RD, ALBANY",45-64,None
25697,"RED ROCK RD, GLOUSTER",65+,None
25698,"JACOBS AVE, CHAUNCEY",45-64,None
25699,"FACTORY RD, ALBANY",45-64,None
25700,"BALL DR, ATHENS",45-64,D
25701,"BALL DR, ATHENS",45-64,D
25702,"PLEASANT HILL RD, ATHENS",45-64,R
25703,"HIGHLAND AVE, ATHENS",45-64,None
25704,"CROSS ST, GLOUSTER",45-64,None
25705,"FAIRVIEW ST, NELSONVILLE",65+,R
25706,"MILL CREEK RD, MILLFIELD",65+,R
25707,"SECOND ST, ATHENS",24-44,D
25708,"ST CHARLES ST, NELSONVILLE",45-64,D
25709,"ELMWOOD PL, ATHENS",65+,D
25710,"SCATTER RIDGE RD, ATHENS",65+,D
25711,"MILL ST, CHAUNCEY",45-64,None
25712,"GREENS RUN RD, GLOUSTER",45-64,R
25713,"NORTHPOINT DR, ATHENS",65+,D
25714,"MARION JOHNSON RD, ATHENS",45-64,R
25715,"WILSON AVE, BUCHTEL",45-64,None
25716,"PINE GROVE DR, NELSONVILLE",65+,R
25717,"GURA RD, ATHENS",65+,None
25718,"E BELPRE PIKE RD, COOLVILLE",65+,R
25719,"W THIRD ST, THE PLAINS",45-64,D
25720,"SR 681, ALBANY",45-64,D
25721,"MARION JOHNSON RD, ATHENS",45-64,R
25722,"MARION JOHNSON RD, ATHENS",45-64,None
25723,"ADALINE CIR, ATHENS",45-64,R
25724,"LOTTRIDGE RD, COOLVILLE",65+,R
25725,"RIDGEVIEW CIR, ATHENS",65+,R
25726,"BESSEMER RD, NELSONVILLE",65+,None
25727,"W FRANKLIN ST, NELSONVILLE",65+,D
25728,"ALTON ST, ALBANY",45-64,D
25729,"ALTON ST, ALBANY",65+,D
