,STREET,AGE_RANGE,PARTY_AFFILIATION
5801,"SAM RUSSELL RD, HAMDEN",24-44,None
5802,"ST RT 327, LONDONDERRY",24-44,None
5803,"ST RT 93 N, MCARTHUR",65+,None
5804,"CHERRY RIDGE RD, NEW PLYMOUTH",45-64,None
5805,"SIVERLY CREEK RD, MCARTHUR",45-64,None
5806,"FAIRVIEW AVE, MCARTHUR",24-44,None
5807,"E NORTH ST, MCARTHUR",45-64,None
5808,"CLARK RD, RAY",24-44,None
5809,"UNION RIDGE RD, ALBANY",45-64,None
5810,"CLARK RD, RAY",24-44,None
5811,"E CENTRAL AVE, HAMDEN",65+,None
5812,"E NORTH ST, MCARTHUR",24-44,None
5813,"MOUND HILL RD, ALBANY",45-64,None
5814,"ST RT 93, HAMDEN",24-44,None
5815,"ZION RD, HAMDEN",24-44,None
5816,"ST RT 328, NEW PLYMOUTH",45-64,None
5817,"BROOKS MARTIN RD, MCARTHUR",24-44,None
5818,"PAINE ST, HAMDEN",24-44,None
5819,"BUTTERMILK RD, RAY",65+,None
5820,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
5821,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
5822,"LOCUST GROVE RD, MCARTHUR",24-44,None
5823,"ST RT 683, MCARTHUR",24-44,None
5824,"SCOTT AVE, HAMDEN",45-64,None
5825,"N BROADWAY, ZALESKI",65+,D
5826,"HARKINS CHAPEL RD, ALBANY",45-64,None
5827,"N BROADWAY, ZALESKI",65+,D
5828,"N MAIN ST, HAMDEN",65+,D
5829,"DICKEY RD, RAY",65+,R
5830,"WHEELABOUT RD, MCARTHUR",65+,R
5831,"WHEELABOUT RD, MCARTHUR",65+,R
5832,"WEST JUNCTION RD, RAY",45-64,R
5833,"W CHILLICOTHE ST, HAMDEN",65+,R
5834,"UNION RIDGE RD, ALBANY",45-64,None
5835,"UNION RIDGE RD, ALBANY",45-64,None
5836,"DICKEY RD, RAY",65+,R
5837,"PONETOWN RD, RAY",45-64,R
5838,"E SOUTH ST, MCARTHUR",65+,D
5839,"E SOUTH ST, MCARTHUR",65+,D
5840,"MOUND HILL RD, ALBANY",65+,R
5841,"MORGAN RD, MCARTHUR",65+,D
5842,"ST RT 327, LONDONDERRY",24-44,R
5843,"OLD RT 50, LONDONDERRY",45-64,R
5844,"CLAYPOOL HOLLOW RD, MCARTHUR",45-64,None
5845,"FITZPATRICK RD, RADCLIFF",45-64,None
5846,"CLAYPOOL HOLLOW RD, MCARTHUR",45-64,None
5847,"STEVENS BRANCH RD, LONDONDERRY",65+,R
5848,"ST RT 56, CREOLA",65+,None
5849,"GOOSECREEK RD, MCARTHUR",45-64,R
5850,"HART RIDGE RD, MCARTHUR",45-64,None
5851,"STEVENS BRANCH RD, LONDONDERRY",65+,R
5852,"CLARK RD, RAY",45-64,None
5853,"STEVENS BRANCH RD, LONDONDERRY",65+,R
5854,"ST RT 160, RADCLIFF",65+,None
5855,"STEVENS BRANCH RD, LONDONDERRY",45-64,R
5856,"CENTENARY RD, MCARTHUR",65+,D
5857,"ASHMORE RD, MCARTHUR",45-64,R
5858,"MARTINDILL RD, MCARTHUR",45-64,R
5859,"ST RT 327, LONDONDERRY",65+,R
5860,"BETHEL RD, NEW PLYMOUTH",45-64,D
5861,"MARTINDILL RD, MCARTHUR",24-44,R
5862,"ST RT 327, LONDONDERRY",45-64,None
5863,"BETHEL RD, NEW PLYMOUTH",45-64,D
5864,"W CHILLICOTHE ST, HAMDEN",65+,R
5865,"MORGAN RD, MCARTHUR",65+,D
5866,"CHILLICOTHE ST, HAMDEN",45-64,None
5867,"BOLAR RD, MCARTHUR",24-44,None
5868,"GOOSECREEK RD, MCARTHUR",65+,None
5869,"N MARKET ST, MCARTHUR",45-64,None
5870,"WOLF HILL RD, MCARTHUR",45-64,None
5871,"N MARKET ST, MCARTHUR",65+,None
5872,"MORGAN RD, MCARTHUR",65+,D
5873,"MEEKSVILLE RD, MCARTHUR",45-64,R
5874,"FOUT RD, LONDONDERRY",65+,D
5875,"ST RT 56, NEW PLYMOUTH",65+,None
5876,"UNION RIDGE RD, ALBANY",65+,None
5877,"ST RT 93, HAMDEN",45-64,D
5878,"LONG RUN RD, ALBANY",45-64,None
5879,"FOUT RD, LONDONDERRY",65+,D
5880,"GOOSECREEK RD, MCARTHUR",24-44,R
5881,"MOUNT OLIVE RD, MCARTHUR",65+,R
5882,"GARRETT RIDGE RD, MCARTHUR",65+,R
5883,"CURRY RD, MCARTHUR",45-64,None
5884,"E NORTH ST, MCARTHUR",65+,R
5885,"GARRETT RIDGE RD, MCARTHUR",65+,R
5886,"LOG PILE RD, RAY",45-64,None
5887,"ST RT 327, LONDONDERRY",45-64,R
5888,"ST RT 327, LONDONDERRY",45-64,R
5889,"WILKESVILLE ST, HAMDEN",45-64,R
5890,"KELLY RD, RAY",65+,None
5891,"ST RT 327, LONDONDERRY",45-64,None
5892,"ST RT 327, LONDONDERRY",45-64,D
5893,"HICKORY ST, ZALESKI",45-64,D
5894,"MT ZION RD, MCARTHUR",65+,D
5895,"CONREN DR, MCARTHUR",45-64,R
5896,"ASHMORE RD, MCARTHUR",45-64,R
5897,"SHORT ST, MCARTHUR",65+,R
5898,"ASHMORE RD, MCARTHUR",65+,R
5899,"ENGLE DR, MCARTHUR",65+,R
5900,"SHORT ST, MCARTHUR",65+,R
5901,"ENGLE DR, MCARTHUR",65+,R
5902,"ST RT 328, NEW PLYMOUTH",65+,None
5903,"EAGLE MILLS RD, LONDONDERRY",65+,None
5904,"WILT RD, LONDONDERRY",65+,None
5905,"ST RT 328, NEW PLYMOUTH",65+,None
5906,"ST RT 56, NEW PLYMOUTH",45-64,None
5907,"WILSON AVE, HAMDEN",45-64,R
5908,"WILSON AVE, HAMDEN",24-44,R
5909,"BOLAR RD, MCARTHUR",45-64,D
5910,"BECKNER DR, HAMDEN",45-64,R
5911,"FITZPATRICK RD, RADCLIFF",65+,None
5912,"INFIRMARY RD, MCARTHUR",45-64,R
5913,"TWO MILE RD, NEW PLYMOUTH",45-64,R
5914,"ST RT 683, MCARTHUR",45-64,R
5915,"ST RT 683, MCARTHUR",24-44,R
5916,"BEECHGROVE RD, LONDONDERRY",45-64,None
5917,"BECKNER DR, HAMDEN",45-64,R
5918,"W CHILLICOTHE ST, HAMDEN",65+,D
5919,"ST RT 327, LONDONDERRY",45-64,None
5920,"NARROWS RD, SOUTH BLOOMINGVILLE",45-64,R
5921,"BOLAR RD, MCARTHUR",45-64,None
5922,"BOLAR RD, MCARTHUR",45-64,None
5923,"WOOLWEAVER AVE, HAMDEN",24-44,D
5924,"FRAZEE LN, MCARTHUR",24-44,R
5925,"N MCKINNIS AVE, HAMDEN",45-64,R
5926,"ST RT 93 S, CREOLA",65+,R
5927,"CLARY RD, LONDONDERRY",45-64,R
5928,"LAKE RD, MCARTHUR",65+,R
5929,"LAKE RD, MCARTHUR",65+,R
5930,"NEWSOM RD, VINTON",65+,D
5931,"ST RT 327, RAY",45-64,None
5932,"BOLAR RD, MCARTHUR",45-64,None
5933,"BOLAR RD, MCARTHUR",45-64,None
5934,"MORGAN RD, MCARTHUR",45-64,D
5935,"ST RT 160, RADCLIFF",24-44,None
5936,"MCARTHUR PARK DR, MCARTHUR",65+,D
5937,"WOLF HILL RD, MCARTHUR",65+,None
5938,"WOLF HILL RD, MCARTHUR",45-64,R
5939,"CARPENTER RD, RAY",45-64,R
5940,"CARPENTER RD, RAY",45-64,D
5941,"POWDER PLANT RD, MCARTHUR",65+,None
5942,"LAKE RD, HAMDEN",45-64,None
5943,"RADCLIFF RD, RADCLIFF",45-64,None
5944,"RADCLIFF RD, RADCLIFF",65+,None
5945,"GENG RD, CREOLA",45-64,None
5946,"WILKESVILLE ST, HAMDEN",45-64,D
5947,"DEPUE RD, MCARTHUR",45-64,R
5948,"JEFFERSON AVE, MCARTHUR",24-44,D
5949,"S PEARL ST, MCARTHUR",24-44,None
5950,"OVERVIEW DR, MCARTHUR",24-44,None
5951,"W SOUTH ST, MCARTHUR",24-44,R
5952,"MEEKSVILLE RD, MCARTHUR",24-44,R
5953,"POWDER PLANT RD, MCARTHUR",65+,R
5954,"ST RT 683, MCARTHUR",65+,R
5955,"ST RT 327, LONDONDERRY",45-64,None
5956,"LOCKER PLANT RD, MCARTHUR",45-64,None
5957,"BOLAR RD, MCARTHUR",24-44,None
5958,"ST RT 683, MCARTHUR",45-64,None
5959,"FRAZEE LN, MCARTHUR",65+,R
5960,"OLD DIXON RD, MCARTHUR",65+,None
5961,"CREEK RD, MCARTHUR",24-44,None
5962,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,R
5963,"US HIGHWAY 50, MCARTHUR",45-64,R
5964,"HAWK STATION RD, VINTON",45-64,None
5965,"HAWK STATION RD, VINTON",65+,R
5966,"US HIGHWAY 50, LONDONDERRY",65+,None
5967,"US HIGHWAY 50, MCARTHUR",65+,None
5968,"HAWK STATION RD, VINTON",65+,R
5969,"HAWK STATION RD, VINTON",45-64,None
5970,"US HIGHWAY 50, LONDONDERRY",65+,R
5971,"COMMERCIAL SQ, ZALESKI",65+,None
5972,"US HIGHWAY 50, MCARTHUR",45-64,D
5973,"LOCUST GROVE RD, CREOLA",65+,None
5974,"US HIGHWAY 50, LONDONDERRY",24-44,R
5975,"S SUGAR ST, MCARTHUR",24-44,None
5976,"WOODGEARD RD, CREOLA",65+,None
5977,"PATTON RD, HAMDEN",45-64,None
5978,"WILKESVILLE ST, HAMDEN",45-64,None
5979,"CURRY RD, MCARTHUR",45-64,D
5980,"CENTENARY RD, MCARTHUR",65+,None
5981,"S BROADWAY ST, ZALESKI",65+,R
5982,"GARRETT RIDGE RD, MCARTHUR",45-64,None
5983,"SAM RUSSELL RD, HAMDEN",45-64,None
5984,"LOCUST GROVE RD, MCARTHUR",45-64,R
5985,"ROWLAND RD, HAMDEN",65+,R
5986,"ST RT 160, HAMDEN",45-64,R
5987,"GARRETT RIDGE RD, MCARTHUR",24-44,R
5988,"ST RT 683, HAMDEN",45-64,R
5989,"MADISON AVE, MCARTHUR",65+,D
5990,"VINTON STATION RD, MCARTHUR",24-44,R
5991,"NARROWS RD, SOUTH BLOOMINGVILLE",45-64,None
5992,"STEVENS BRANCH RD, LONDONDERRY",45-64,R
5993,"CENTENARY RD, MCARTHUR",24-44,D
5994,"AIRPORT RD, NEW PLYMOUTH",24-44,None
5995,"US HIGHWAY 50, MCARTHUR",45-64,R
5996,"LOCUST GROVE RD, CREOLA",65+,R
5997,"ST RT 683, MCARTHUR",24-44,D
5998,"MOUND HILL RD, ALBANY",45-64,None
5999,"STANLEY RD, NEW MARSHFIELD",24-44,None
6000,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",24-44,R
6001,"ST RT 689, ALBANY",24-44,R
6002,"SIVERLY CREEK RD, MCARTHUR",24-44,None
6003,"GARRETT RIDGE RD, MCARTHUR",24-44,D
6004,"BUNKER HILL RD, MCARTHUR",24-44,None
6005,"KELLY RD, RAY",24-44,None
6006,"EAGLE MILLS RD, LONDONDERRY",24-44,R
6007,"CIRCLE DR, MCARTHUR",24-44,None
6008,"MINERTON RD, VINTON",45-64,R
6009,"MINERTON RD, VINTON",45-64,None
6010,"ROWLAND RD, HAMDEN",24-44,R
6011,"ST RT 683, MCARTHUR",45-64,None
6012,"MEEKSVILLE RD, MCARTHUR",24-44,D
6013,"POWDER PLANT RD, MCARTHUR",45-64,None
6014,"MORGAN RD, MCARTHUR",24-44,None
6015,"RONDARAINE LN, MCARTHUR",45-64,None
6016,"US HIGHWAY 50, MCARTHUR",45-64,None
6017,"N BOUNDARY AVE, MCARTHUR",45-64,None
6018,"LIVELY RIDGE RD, ALBANY",24-44,None
6019,"BORING RD, CREOLA",65+,None
6020,"WILSON AVE, HAMDEN",45-64,None
6021,"ST RT 93, HAMDEN",65+,R
6022,"MEEKSVILLE RD, MCARTHUR",45-64,R
6023,"WOLF HILL RD, MCARTHUR",45-64,R
6024,"S MAIN, HAMDEN",45-64,R
6025,"BEECHGROVE RD, SOUTH BLOOMINGVILLE",45-64,None
6026,"PONETOWN RD, RAY",24-44,None
6027,"ST RT 93 S, CREOLA",45-64,None
6028,"W MILL ST, MCARTHUR",65+,None
6029,"SCOTT RD, CREOLA",24-44,D
6030,"PRETTY RUN RD, MCARTHUR",65+,R
6031,"E NORTH ST, MCARTHUR",45-64,None
6032,"ANGELA DR, VINTON",24-44,None
6033,"W JUNCTION RD, RAY",24-44,D
6034,"MINERTON RD, VINTON",45-64,None
6035,"MCARTHUR PARK DR, MCARTHUR",65+,None
6036,"NEWSOM RD, VINTON",0-24,R
6037,"W HIGH ST, MCARTHUR",45-64,R
6038,"N MARKET ST, MCARTHUR",45-64,D
6039,"S MAIN, HAMDEN",45-64,None
6040,"MOUNT OLIVE RD, MCARTHUR",45-64,D
6041,"PRETTY RUN RD, MCARTHUR",45-64,R
6042,"CARPENTER RD, RAY",45-64,None
6043,"ENGLE DR, MCARTHUR",65+,None
6044,"LOCKER PLANT RD, MCARTHUR",65+,None
6045,"ST RT 93, HAMDEN",45-64,R
6046,"ST RT 93, HAMDEN",0-24,None
6047,"ST RT 93 N, MCARTHUR",45-64,R
6048,"ST RT 324, HAMDEN",24-44,None
6049,"N MARKET ST, MCARTHUR",24-44,R
6050,"SAM RUSSELL RD, HAMDEN",45-64,R
6051,"ST RT 278, MCARTHUR",65+,D
6052,"WOOLWEAVER AVE, HAMDEN",24-44,None
6053,"JEFFERSON AVE, MCARTHUR",65+,None
6054,"US HIGHWAY 50, MCARTHUR",24-44,None
6055,"OVERVIEW DR, MCARTHUR",24-44,None
6056,"ST RT 689, ALBANY",45-64,R
6057,"ST RT 327, LONDONDERRY",45-64,R
6058,"W MAIN ST, MCARTHUR",24-44,R
6059,"WOLF HILL RD, MCARTHUR",65+,None
6060,"ST RT 93 N, MCARTHUR",24-44,None
6061,"N MAIN ST, HAMDEN",65+,R
6062,"POWDER PLANT RD, MCARTHUR",45-64,R
6063,"E CENTRAL AVE, HAMDEN",65+,None
6064,"JOURDIN RD, ALBANY",65+,D
6065,"BROOKS MARTIN RD, MCARTHUR",65+,None
6066,"ZION RD, HAMDEN",45-64,None
6067,"THOMPSON RD, RAY",65+,None
6068,"US HIGHWAY 50, MCARTHUR",45-64,None
6069,"MURPHY REMY RD, MCARTHUR",45-64,None
6070,"KELLY RD, RAY",65+,None
6071,"ST RT 93, LOGAN",45-64,None
6072,"ST RT 93 N, MCARTHUR",65+,None
6073,"N MILL ST, WILKESVILLE",45-64,None
6074,"OLD DIXON RD, MCARTHUR",24-44,None
6075,"ST RT 683, MCARTHUR",45-64,None
6076,"AIRPORT RD, NEW PLYMOUTH",24-44,None
6077,"DONAHUE RD, VINTON",45-64,None
6078,"LOCKER PLANT RD, MCARTHUR",24-44,None
6079,"OLD RT 50, LONDONDERRY",65+,None
6080,"ST RT 56, CREOLA",45-64,None
6081,"MCARTHUR PARK DR, MCARTHUR",45-64,None
6082,"US HIGHWAY 50, RAY",65+,None
6083,"US HIGHWAY 50, MCARTHUR",24-44,None
6084,"FAIRVIEW AVE, MCARTHUR",45-64,None
6085,"GRAVES RD, LONDONDERRY",45-64,None
6086,"GORRELL RD, HAMDEN",24-44,None
6087,"ZION RD, HAMDEN",45-64,None
6088,"CREEK RD, MCARTHUR",24-44,None
6089,"LAKE RD, HAMDEN",45-64,None
6090,"W HIGH ST, MCARTHUR",24-44,None
6091,"MEEKSVILLE RD, MCARTHUR",65+,None
6092,"COOPER RD, RADCLIFF",45-64,None
6093,"EAGLE MILLS RD, LONDONDERRY",24-44,None
6094,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",24-44,None
6095,"W HIGH ST, MCARTHUR",24-44,None
6096,"N MARKET ST, MCARTHUR",24-44,None
6097,"ST RT 683, MCARTHUR",45-64,None
6098,"US HIGHWAY 50, MCARTHUR",24-44,None
6099,"N MCKINNIS AVE, HAMDEN",24-44,None
6100,"PUMPKIN RIDGE RD, NEW PLYMOUTH",24-44,None
6101,"N MAIN ST, HAMDEN",45-64,None
6102,"EAGLE MILLS RD, LONDONDERRY",24-44,None
6103,"WOODGEARD RD, CREOLA",65+,D
6104,"WOODGEARD RD, CREOLA",45-64,D
6105,"VINE ST, NEW PLYMOUTH",24-44,D
6106,"W MILL ST, MCARTHUR",24-44,None
6107,"ST RT 93 N, MCARTHUR",24-44,R
6108,"S MARKET ST, MCARTHUR",24-44,None
6109,"ST RT 93, HAMDEN",45-64,None
6110,"MT ZION RD, MCARTHUR",65+,R
6111,"MONAHAN AVE, HAMDEN",45-64,R
6112,"GOOSECREEK RD, MCARTHUR",65+,R
6113,"ST RT 327, LONDONDERRY",65+,D
6114,"GARRETT RIDGE RD, MCARTHUR",65+,R
6115,"PRETTY RUN RD, MCARTHUR",45-64,D
6116,"PRETTY RUN RD, MCARTHUR",65+,D
6117,"PRETTY RUN RD, MCARTHUR",65+,D
6118,"GARRETT RIDGE RD, MCARTHUR",45-64,D
6119,"PRETTY RUN RD, MCARTHUR",45-64,D
6120,"WOLF HILL RD, MCARTHUR",45-64,None
6121,"HART RIDGE RD, MCARTHUR",45-64,None
6122,"ST RT 327, LONDONDERRY",65+,None
6123,"PRETTY RUN RD, MCARTHUR",45-64,D
6124,"GARRETT RIDGE RD, MCARTHUR",45-64,R
6125,"US HIGHWAY 50, MCARTHUR",45-64,R
6126,"ST RT 56, NEW PLYMOUTH",65+,R
6127,"ZION RD, HAMDEN",45-64,None
6128,"ST RT 278, MCARTHUR",45-64,None
6129,"LAKEVIEW RD, HAMDEN",65+,R
6130,"LAKEVIEW RD, HAMDEN",65+,R
6131,"RADCLIFF ST, RADCLIFF",45-64,D
6132,"ST RT 327, RAY",65+,R
6133,"ST RT 327, RAY",45-64,D
6134,"OLD RT 50, LONDONDERRY",65+,R
6135,"E NORTH ST, MCARTHUR",45-64,R
6136,"CREEK RD, MCARTHUR",65+,R
6137,"CREEK RD, MCARTHUR",65+,R
6138,"N MARKET ST, MCARTHUR",65+,R
6139,"W CHILLICOTHE ST, HAMDEN",65+,R
6140,"OLD RT 50, LONDONDERRY",45-64,None
6141,"FRAZEE LN, MCARTHUR",65+,None
6142,"EAST FORK RD, LAURELVILLE",45-64,R
6143,"INFIRMARY RD, MCARTHUR",45-64,R
6144,"MEEKSVILLE RD, MCARTHUR",65+,R
6145,"ST RT 56, NEW PLYMOUTH",65+,R
6146,"SIVERLY CREEK RD, MCARTHUR",24-44,None
6147,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
6148,"SIVERLY CREEK RD, MCARTHUR",45-64,R
6149,"SIVERLY CREEK RD, MCARTHUR",45-64,R
6150,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
6151,"HARKINS CHAPEL RD, ALBANY",45-64,D
6152,"S BROADWAY ST, ZALESKI",65+,D
6153,"S BROADWAY ST, ZALESKI",65+,D
6154,"N BROADWAY, ZALESKI",65+,D
6155,"VANDYKE RD, NEW MARSHFIELD",45-64,D
6156,"FAIRVIEW AVE, MCARTHUR",45-64,None
6157,"N BROADWAY, ZALESKI",65+,D
6158,"FAIRVIEW AVE, MCARTHUR",45-64,None
6159,"ST RT 683, MCARTHUR",65+,R
6160,"ST RT 683, MCARTHUR",45-64,None
6161,"ST RT 683, MCARTHUR",65+,R
6162,"ST RT 93, HAMDEN",65+,None
6163,"ST RT 93, HAMDEN",45-64,R
6164,"ST RT 683, MCARTHUR",45-64,None
6165,"LAKE RD, MCARTHUR",65+,R
6166,"FRAZEE LN, MCARTHUR",45-64,R
6167,"CREOLA RD, CREOLA",65+,D
6168,"ST RT 327, LONDONDERRY",45-64,None
6169,"BEECHGROVE RD, LONDONDERRY",45-64,R
6170,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,R
6171,"WILT RD, LONDONDERRY",65+,None
6172,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,R
6173,"BUNKER HILL RD, MCARTHUR",65+,D
6174,"BUNKER HILL RD, MCARTHUR",65+,D
6175,"MILLER AVE, HAMDEN",65+,D
6176,"MURPHY REMY RD, MCARTHUR",45-64,R
6177,"OWINGS RD, MCARTHUR",45-64,None
6178,"HUSTON RD, RADCLIFF",65+,R
6179,"MADISON AVE, MCARTHUR",65+,R
6180,"ST RT 327, LAURELVILLE",45-64,None
6181,"MADISON AVE, MCARTHUR",65+,R
6182,"HUSTON RD, RADCLIFF",65+,R
6183,"EAST FORK RD, LAURELVILLE",45-64,None
6184,"W MAIN ST, MCARTHUR",65+,R
6185,"ST RT 327, LAURELVILLE",45-64,None
6186,"ST RT 327, LAURELVILLE",45-64,None
6187,"BROOKS MARTIN RD, MCARTHUR",65+,R
6188,"GARRETT RIDGE RD, MCARTHUR",45-64,R
6189,"BROOKS MARTIN RD, MCARTHUR",65+,R
6190,"ST RT 327, RAY",45-64,R
6191,"CLIPNER RD, LONDONDERRY",45-64,None
6192,"ST RT 93 S, CREOLA",45-64,D
6193,"N BOUNDARY AVE, MCARTHUR",45-64,R
6194,"ST RT 683, MCARTHUR",45-64,None
6195,"ST RT 93 S, CREOLA",45-64,D
6196,"OVERVIEW DR, MCARTHUR",45-64,R
6197,"W HIGH ST, MCARTHUR",65+,R
6198,"W HIGH ST, MCARTHUR",45-64,R
6199,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
6200,"OLD RT 50, LONDONDERRY",24-44,None
6201,"PATTON RD, HAMDEN",45-64,R
6202,"POWDER PLANT RD, MCARTHUR",45-64,D
6203,"ROWLAND RD, HAMDEN",45-64,R
6204,"HAWK STATION RD, VINTON",24-44,None
6205,"PRETTY RUN RD, MCARTHUR",45-64,R
6206,"US HIGHWAY 50, MCARTHUR",65+,R
6207,"LOCUST GROVE RD, CREOLA",65+,D
6208,"LOCUST GROVE RD, CREOLA",65+,D
6209,"CREOLA HUE RD, CREOLA",65+,R
6210,"ST RT 327, LONDONDERRY",45-64,None
6211,"STANTON AVE, HAMDEN",45-64,R
6212,"MINERTON RD, VINTON",65+,None
6213,"ST RT 160, HAMDEN",45-64,D
6214,"ST RT 160, VINTON",65+,None
6215,"DEPUE RD, MCARTHUR",45-64,None
6216,"STANLEY RD, NEW MARSHFIELD",45-64,R
6217,"DONAHUE RD, VINTON",45-64,R
6218,"THOMPSON ST, MCARTHUR",45-64,None
6219,"WOLF HILL RD, MCARTHUR",45-64,R
6220,"MASH HILL RD, MCARTHUR",24-44,None
6221,"MASH HILL RD, MCARTHUR",24-44,None
6222,"US HIGHWAY 50, MCARTHUR",65+,None
6223,"STANLEY RD, NEW MARSHFIELD",24-44,None
6224,"JEFFERSON AVE, MCARTHUR",65+,None
6225,"N MARKET ST, MCARTHUR",45-64,R
6226,"GRAVES RD, LONDONDERRY",45-64,R
6227,"GRAVES RD, LONDONDERRY",45-64,R
6228,"N WALNUT ST, MCARTHUR",24-44,R
6229,"JOURDIN RD, ALBANY",65+,R
6230,"US HIGHWAY 50, MCARTHUR",45-64,R
6231,"CHURCH ST, HAMDEN",65+,D
6232,"UNION RIDGE RD, ALBANY",45-64,D
6233,"MOUND HILL RD, ALBANY",24-44,R
6234,"ST RT 689, ALBANY",45-64,R
6235,"TWO MILE RD, NEW PLYMOUTH",65+,D
6236,"US HIGHWAY 50, MCARTHUR",65+,None
6237,"DEPUE RD, HAMDEN",65+,D
6238,"DEPUE RD, HAMDEN",65+,D
6239,"GOOSECREEK RD, MCARTHUR",45-64,None
6240,"RADCLIFF RD, RADCLIFF",45-64,None
6241,"SIVERLY CREEK RD, MCARTHUR",24-44,None
6242,"MCARTHUR PARK DR, MCARTHUR",65+,R
6243,"PERRY RIDGE RD, RADCLIFF",24-44,D
6244,"S MARKET ST, MCARTHUR",65+,D
6245,"US HIGHWAY 50, MCARTHUR",45-64,R
6246,"OLD STATE RD, MCARTHUR",24-44,R
6247,"HAWK STATION RD, VINTON",65+,None
6248,"US HIGHWAY 50, LONDONDERRY",65+,R
6249,"MINERTON CHAPEL RD, VINTON",45-64,None
6250,"ENGLE DR, MCARTHUR",24-44,None
6251,"MEEKSVILLE RD, MCARTHUR",24-44,R
6252,"WILKESVILLE ST, HAMDEN",24-44,None
6253,"LOCKER PLANT RD, MCARTHUR",45-64,R
6254,"LOCKER PLANT RD, MCARTHUR",45-64,R
6255,"US HIGHWAY 50, MCARTHUR",45-64,D
6256,"UNION RIDGE RD, ALBANY",24-44,R
6257,"EAGLE MILLS RD, LONDONDERRY",45-64,D
6258,"US HIGHWAY 50, MCARTHUR",65+,None
6259,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",24-44,None
6260,"US HIGHWAY 50, RAY",24-44,R
6261,"ST RT 93 S, CREOLA",65+,None
6262,"ST RT 327, RAY",24-44,R
6263,"GARRETT RIDGE RD, MCARTHUR",24-44,None
6264,"N MARKET ST, MCARTHUR",45-64,None
6265,"WOOLWEAVER AVE, HAMDEN",24-44,None
6266,"ST RT 689, ALBANY",45-64,R
6267,"S SUGAR ST, MCARTHUR",24-44,None
6268,"LOCUST GROVE RD, MCARTHUR",65+,R
6269,"CREEK RD, MCARTHUR",24-44,None
6270,"CREEK RD, MCARTHUR",45-64,None
6271,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",45-64,None
6272,"CREEK RD, MCARTHUR",45-64,None
6273,"MOUND HILL RD, ALBANY",45-64,None
6274,"N MARKET ST, MCARTHUR",45-64,R
6275,"MOUNT OLIVE RD, MCARTHUR",24-44,R
6276,"WILKESVILLE ST, HAMDEN",65+,R
6277,"CHURCH ST, HAMDEN",24-44,None
6278,"HARKINS CHAPEL RD, ALBANY",65+,None
6279,"ENGLE DR, MCARTHUR",65+,None
6280,"N SECOND ST, ZALESKI",45-64,R
6281,"BRAY HOLLOW RD, MCARTHUR",24-44,None
6282,"ST RT 327, LONDONDERRY",24-44,None
6283,"N MARKET ST, MCARTHUR",24-44,R
6284,"NORTH RUN RD, ALBANY",65+,D
6285,"N MARKET ST, MCARTHUR",45-64,None
6286,"PRETTY RUN RD, MCARTHUR",65+,None
6287,"N BOUNDARY AVE, MCARTHUR",45-64,None
6288,"S MAIN, HAMDEN",24-44,None
6289,"DEPUE RD, HAMDEN",45-64,R
6290,"W HIGH ST, MCARTHUR",24-44,None
6291,"MASH HILL RD, MCARTHUR",24-44,None
6292,"ROWLAND RD, HAMDEN",24-44,R
6293,"STANTON AVE, HAMDEN",65+,None
6294,"ELM ST, HAMDEN",24-44,None
6295,"ST RT 93 S, HAMDEN",24-44,R
6296,"ST RT 327, LONDONDERRY",45-64,None
6297,"CREEK RD, MCARTHUR",24-44,None
6298,"LOCUST GROVE RD, MCARTHUR",45-64,R
6299,"POWDER PLANT RD, MCARTHUR",24-44,None
6300,"DUNKLE CREEK RD, CREOLA",65+,D
6301,"LOCUST GROVE RD, MCARTHUR",24-44,R
6302,"FRAZEE LN, MCARTHUR",24-44,R
6303,"OLD RT 50, LONDONDERRY",45-64,None
6304,"BOLAR RD, MCARTHUR",24-44,None
6305,"CIRCLE DR, MCARTHUR",24-44,D
6306,"FAIR AVE, MCARTHUR",65+,R
6307,"GARRETT RIDGE RD, MCARTHUR",24-44,None
6308,"WILSON AVE, HAMDEN",65+,R
6309,"VINTON STATION RD, MCARTHUR",24-44,R
6310,"ST RT 327, LONDONDERRY",45-64,None
6311,"MURPHY RD, MCARTHUR",65+,None
6312,"N MARKET ST, MCARTHUR",24-44,R
6313,"PRATTSVILLE RD, MCARTHUR",24-44,R
6314,"OLD RT 50, LONDONDERRY",45-64,R
6315,"OLD RT 50, LONDONDERRY",45-64,R
6316,"CREOLA RD, CREOLA",65+,R
6317,"BOLAR RD, MCARTHUR",65+,D
6318,"GARRETT RIDGE RD, MCARTHUR",24-44,D
